date,open,high,low,trendEstimation1,trendEstimation2
2020-02-14T00:00:00.000000000,104.15,109.4,103.65,-0.01865594826432855,-0.4087095107612896
2020-02-13T00:00:00.000000000,100.5,104.65,99.95,-0.023873964978411953,-0.4036919318502118
2020-02-12T00:00:00.000000000,101.0,102.3,100.0,-0.07814659741814341,-0.3799031746838536
2020-02-11T00:00:00.000000000,100.65,101.2,99.5,-0.06265655190706415,-0.3601923145713736
2020-02-10T00:00:00.000000000,98.55,100.7,98.05,-0.09621896674127008,-0.3359570917062697
2020-02-07T00:00:00.000000000,98.35,99.9,97.7,-0.07375974594286698,-0.2951843739995759
2020-02-06T00:00:00.000000000,98.45,99.35,97.4,-0.05476499612375895,-0.24619021529789029
2020-02-05T00:00:00.000000000,98.5,99.25,97.55,-0.0200376255800137,-0.1905629226946235
2020-02-04T00:00:00.000000000,98.95,101.75,97.6,0.020880516449216093,-0.1292844431992152
2020-02-03T00:00:00.000000000,102.0,102.3,97.8,0.0489712615157362,-0.06269833292339114
2020-01-31T00:00:00.000000000,101.45,103.25,100.15,0.04331504392913177,-0.0055684441078593565
2020-01-30T00:00:00.000000000,102.0,103.5,100.9,0.07072939903625919,0.06758351817310464
2020-01-29T00:00:00.000000000,106.0,106.2,101.9,0.0959681818345416,0.14987270924426974
2020-01-28T00:00:00.000000000,106.4,106.8,104.9,0.14184892529577595,0.21489881497608707
2020-01-27T00:00:00.000000000,110.0,110.0,106.15,0.18844122325284743,0.28961572548526815
2020-01-24T00:00:00.000000000,112.6,112.65,109.85,0.19802398893344758,0.3431890239994627
2020-01-23T00:00:00.000000000,111.15,113.7,110.65,0.1608430567724599,0.3727208394959204
2020-01-22T00:00:00.000000000,111.5,112.2,110.1,0.1756388232060632,0.41205206402565037
2020-01-21T00:00:00.000000000,111.5,113.25,109.75,0.1756388232060632,0.4580338988031297
2020-01-17T00:00:00.000000000,113.05,113.4,111.35,0.19198178442551964,0.49968773773894076
2020-01-16T00:00:00.000000000,114.3,115.1,112.35,0.20856216068635666,0.5429798890154734
2020-01-15T00:00:00.000000000,115.3,116.35,114.05,0.23305283275450042,0.5751412732093376
2020-01-14T00:00:00.000000000,115.0,115.55,113.7,0.22914297701710556,0.6050790376991488
2020-01-13T00:00:00.000000000,118.55,118.55,114.15,0.23674939270450007,0.6479367929130461
2020-01-10T00:00:00.000000000,117.75,119.15,116.5,0.22840355116790287,0.6809220190233526
2020-01-09T00:00:00.000000000,118.7,120.35,117.0,0.21265669107673507,0.7137171166381826
2020-01-08T00:00:00.000000000,122.5,123.05,118.25,0.2514780510269591,0.7487334748387731
2020-01-07T00:00:00.000000000,122.6,123.4,119.85,0.25729851505660006,0.7547206063449803
2020-01-06T00:00:00.000000000,126.25,126.55,121.55,0.28908572153660483,0.7669751473384392
2020-01-03T00:00:00.000000000,127.2,128.45,125.45,0.29525646334611266,0.7635983611649969
2020-01-02T00:00:00.000000000,129.55,130.95,126.5,0.3206215810900711,0.7542943030205731
2019-12-31T00:00:00.000000000,131.5,134.65,128.55,0.3390426488208633,0.7262769437506885
2019-12-30T00:00:00.000000000,132.5,132.75,129.8,0.37158833595582846,0.7135688183119879
2019-12-27T00:00:00.000000000,127.85,132.8,127.65,0.37590497519766053,0.6928132624069668
2019-12-26T00:00:00.000000000,129.4,129.85,126.65,0.39258587243314264,0.6949923399765562
2019-12-24T00:00:00.000000000,126.05,130.65,125.35,0.29693850421182744,0.6821798536103809
2019-12-23T00:00:00.000000000,130.4,131.5,124.9,0.357349121197646,0.6919046053522478
2019-12-20T00:00:00.000000000,126.9,131.05,126.3,0.30927916755613943,0.6872881347054269
2019-12-19T00:00:00.000000000,133.35,133.35,126.2,0.32757749213191345,0.6969621847725254
2019-12-18T00:00:00.000000000,133.7,135.45,130.2,0.33603124542914276,0.6945437598123705
2019-12-17T00:00:00.000000000,135.13653702318624,134.9604651162791,134.23003072196622,0.3568993236500721,0.6935261437575119
2019-12-16T00:00:00.000000000,138.13618175018698,137.95620155038762,138.24980798771122,0.38850682625425464,0.6874852243067952
2019-12-13T00:00:00.000000000,140.5257292445774,140.54573643410856,136.92684331797236,0.388685799505311,0.6757965737348297
2019-12-12T00:00:00.000000000,137.4752430815258,139.12403100775197,137.23214285714286,0.3528325123152707,0.6585050479205657
2019-12-11T00:00:00.000000000,136.71262154076288,136.53449612403102,136.8250768049155,0.39743824896062563,0.640034337404078
2019-12-10T00:00:00.000000000,131.78100224382945,132.87868217054267,131.889400921659,0.33681832608330387,0.6180857186415719
2019-12-09T00:00:00.000000000,130.40828347045624,130.2383720930233,130.51555299539172,0.29898119122257033,0.6000040184857557
2019-12-06T00:00:00.000000000,127.20527299925205,128.10581395348842,125.17281105990784,0.2643876337693221,0.579878548245761
2019-12-05T00:00:00.000000000,123.49384816753927,126.32868217054268,123.59543010752688,0.23866803883925278,0.5590719792174874
2019-12-04T00:00:00.000000000,125.27329842931937,125.26240310077522,123.08659754224271,0.23470405775544634,0.5431412623652235
2019-12-03T00:00:00.000000000,123.79889678384443,125.41472868217058,123.9007296466974,0.2292249145697421,0.512727849988637
2019-12-02T00:00:00.000000000,119.98578908002993,123.8914728682171,120.08448540706604,0.20026879245908294,0.47511536119930897
2019-11-29T00:00:00.000000000,119.93494764397906,119.82945736434112,120.03360215053765,0.1827109800362978,0.44178667738007926
2019-11-26T00:00:00.000000000,119.73158189977562,119.57558139534885,117.031490015361,0.15755444646097996,0.40420635619024264
2019-11-25T00:00:00.000000000,116.37604712041883,119.6263565891473,116.47177419354841,0.1118745864724468,0.3386372080357498
2019-11-22T00:00:00.000000000,116.12183994016456,116.27519379844965,115.9120583717358,0.10944585212017002,0.2757803349497592
2019-11-21T00:00:00.000000000,111.13937920718027,117.54457364341087,110.00960061443932,0.06184265881553926,0.19363596130678473
2019-11-20T00:00:00.000000000,107.68216155572176,111.50232558139535,107.3127880184332,0.03697272729583916,0.1446324976234562
2019-11-19T00:00:00.000000000,107.07206432311143,108.2527131782946,104.31067588325655,0.031097527707760687,0.12988130502305426
2019-11-18T00:00:00.000000000,107.32627150336576,108.862015503876,107.00748847926269,0.03409237702159563,0.11948418871871858
2019-11-15T00:00:00.000000000,109.410770381451,109.57286821705429,107.46543778801843,0.05417659656583293,0.1036338032012788
2019-11-14T00:00:00.000000000,109.9191847419596,111.24844961240312,108.4831029185868,0.03712544189653102,0.05492615985059753
2019-11-13T00:00:00.000000000,107.42795437546745,109.87751937984501,107.41455453149,0.01361982364818225,-0.012352899862213588
2019-11-12T00:00:00.000000000,107.93636873597609,109.11589147286823,106.65130568356376,0.018416888596825203,-0.05234231314488155
2019-11-11T00:00:00.000000000,110.12255048616305,110.5883720930233,107.36367127496159,0.03904426787598817,-0.10844472509626794
2019-11-08T00:00:00.000000000,110.5801234106208,111.60387596899228,110.213133640553,0.03266048144433295,-0.21923145421556625
