date,open,high,low
2019-11-27T00:00:00.000000000,107.625,107.628125,107.53125
2019-11-26T00:00:00.000000000,107.6171875,107.6484375,107.578125
2019-11-25T00:00:00.000000000,107.578125,107.625,107.55
2019-11-22T00:00:00.000000000,107.625,107.665625,107.578125
2019-11-21T00:00:00.000000000,107.7125,107.74375,107.625
2019-11-20T00:00:00.000000000,107.634375,107.7125,107.634375
2019-11-19T00:00:00.000000000,107.640625,107.665625,107.596875
2019-11-18T00:00:00.000000000,107.6171875,107.675,107.58125
2019-11-15T00:00:00.000000000,107.64375,107.65625,107.5875
2019-11-14T00:00:00.000000000,107.5703125,107.68125,107.546875
2019-11-13T00:00:00.000000000,107.5,107.596875,107.5
2019-11-12T00:00:00.000000000,107.4875,107.546875,107.453125
2019-11-08T00:00:00.000000000,107.49375,107.55625,107.4453125
2019-11-07T00:00:00.000000000,107.609375,107.64375,107.421875
2019-11-06T00:00:00.000000000,107.58125,107.65625,107.58125
2019-11-05T00:00:00.000000000,107.671875,107.675,107.540625
2019-11-04T00:00:00.000000000,107.721875,107.7265625,107.634375
2019-11-01T00:00:00.000000000,107.790625,107.821875,107.6796875
2019-10-31T00:00:00.000000000,107.671875,107.821875,107.609375
2019-10-30T00:00:00.000000000,107.596875,107.6796875,107.525
2019-10-29T00:00:00.000000000,107.59375,107.634375,107.565625
2019-10-28T00:00:00.000000000,107.65,107.65,107.55625
2019-10-25T00:00:00.000000000,107.74375,107.7578125,107.603125
2019-10-24T00:00:00.000000000,107.734375,107.78125,107.6953125
2019-10-23T00:00:00.000000000,107.7578125,107.8046875,107.71875
2019-10-22T00:00:00.000000000,107.696875,107.765625,107.6796875
2019-10-21T00:00:00.000000000,107.796875,107.815625,107.6875
2019-10-18T00:00:00.000000000,107.734375,107.815625,107.703125
2019-10-17T00:00:00.000000000,107.759375,107.790625,107.6484375
2019-10-16T00:00:00.000000000,107.690625,107.7890625,107.675
2019-10-15T00:00:00.000000000,107.753125,107.828125,107.659375
2019-10-14T00:00:00.000000000,107.721875,107.8375,107.7109375
2019-10-11T00:00:00.000000000,107.846875,107.884375,107.6484375
2019-10-10T00:00:00.000000000,108.0,108.109375,107.8375
2019-10-09T00:00:00.000000000,108.103125,108.125,107.984375
2019-10-08T00:00:00.000000000,108.01875,108.14375,107.9453125
2019-10-04T00:00:00.000000000,108.171875,108.28125,108.09375
2019-10-03T00:00:00.000000000,107.9921875,108.2125,107.9875
2019-10-02T00:00:00.000000000,107.89375,108.03125,107.8515625
2019-10-01T00:00:00.000000000,107.753125,107.921875,107.625
2019-09-30T00:00:00.000000000,107.55,107.565625,107.503125
2019-09-27T00:00:00.000000000,107.4453125,107.503125,107.421875
2019-09-25T00:00:00.000000000,107.75322929542646,107.78128088573006,107.6186681818182
2019-09-24T00:00:00.000000000,107.65611480222498,107.80477629647393,107.6186681818182
2019-09-23T00:00:00.000000000,107.71093750000001,107.7421218678236,107.5857840909091
2019-09-20T00:00:00.000000000,107.62478754635353,107.6559720284294,107.53880681818183
2019-09-19T00:00:00.000000000,107.58092938813351,107.6340429784018,107.51531818181819
2019-09-18T00:00:00.000000000,107.64045117428925,107.72802462137729,107.52471363636366
2019-09-17T00:00:00.000000000,107.56996484857851,107.62777753553675,107.50748863636365
2019-09-16T00:00:00.000000000,107.54646940667492,107.580786714049,107.4996590909091
2019-09-13T00:00:00.000000000,107.62478754635353,107.64030842126681,107.43702272727273
2019-09-12T00:00:00.000000000,107.68117660692214,107.80007721432516,107.58735000000001
2019-09-11T00:00:00.000000000,107.72660112793574,107.75778547498618,107.66564545454547
2019-09-10T00:00:00.000000000,107.85974196538938,107.87526252870555,107.65938181818183
2019-09-09T00:00:00.000000000,107.96938736093944,107.97707597526234,107.8285
2019-09-06T00:00:00.000000000,107.98818371446231,108.02406679675009,107.88487272727275
2019-09-05T00:00:00.000000000,108.19181087762671,108.19166739338972,107.87547727272728
2019-09-04T00:00:00.000000000,108.17301452410385,108.20419827911978,108.08844090909092
2019-09-03T00:00:00.000000000,108.08216548207665,108.1963664755385,107.98822272727274
2019-08-30T00:00:00.000000000,108.02577642150806,108.06635853608906,107.9459431818182
2019-08-29T00:00:00.000000000,108.09469638442523,108.13371204688816,107.97256363636365
2019-08-28T00:00:00.000000000,108.07120094252164,108.11021663614429,107.99448636363638
2019-08-27T00:00:00.000000000,108.03204187268233,108.08202214325163,107.96160227272729
2019-08-23T00:00:00.000000000,107.90046739802227,108.11804843972558,107.82067045454546
2019-08-22T00:00:00.000000000,107.99288280284303,108.05539401107525,107.87547727272728
2019-08-21T00:00:00.000000000,108.12602364029668,108.12588024330687,107.95377272727274
2019-08-20T00:00:00.000000000,108.0508382262052,108.16503926121332,108.01640909090911
2019-08-19T00:00:00.000000000,108.16674907292956,108.16660562192959,108.00388181818182
2019-08-16T00:00:00.000000000,108.1416872682324,108.18226922909217,108.0508590909091
2019-08-15T00:00:00.000000000,108.00071461681088,108.21203008270108,107.95377272727274
2019-08-14T00:00:00.000000000,107.8362465234858,108.04756220749395,107.80031363636364
2019-08-13T00:00:00.000000000,108.01951097033376,108.07105761823783,107.80031363636364
2019-08-09T00:00:00.000000000,108.00071461681088,108.06322581465655,107.87547727272728
2019-08-08T00:00:00.000000000,108.00854643077875,108.05069492892648,107.89426818181819
2019-08-07T00:00:00.000000000,108.05553731458592,108.21986188628236,107.96943181818183
2019-08-06T00:00:00.000000000,108.0790327564895,108.16503926121332,107.94124545454547
2019-08-05T00:00:00.000000000,107.80491926761435,108.07888942181913,107.75333636363638
2019-08-02T00:00:00.000000000,107.73756566749074,107.85176711796167,107.6719090909091
2019-08-01T00:00:00.000000000,107.49164670889989,107.85959892154297,107.39787500000001
2019-07-31T00:00:00.000000000,107.55586758343635,107.64030842126681,107.27260227272728
2019-07-30T00:00:00.000000000,107.53863759270706,107.58548579619777,107.49339545454548
2019-07-26T00:00:00.000000000,107.53393850432633,107.56512310688642,107.45268181818183
2019-07-25T00:00:00.000000000,107.64045117428925,107.67476835702449,107.48713181818182
2019-07-24T00:00:00.000000000,107.61225664400496,107.68103379988953,107.570125
2019-07-23T00:00:00.000000000,107.66551297898641,107.66537019272695,107.570125
2019-07-19T00:00:00.000000000,107.76889292336219,107.80007721432516,107.58108636363637
2019-07-18T00:00:00.000000000,107.66551297898641,107.78441360716258,107.57795454545456
2019-07-17T00:00:00.000000000,107.59659301606924,107.67946743917327,107.54037272727274
2019-07-16T00:00:00.000000000,107.63418572311497,107.64970658556437,107.50905454545456
2019-07-12T00:00:00.000000000,107.57779666254636,107.63247661768553,107.50905454545456
2019-07-11T00:00:00.000000000,107.65611480222498,107.72175917851224,107.52471363636366
2019-07-10T00:00:00.000000000,107.50887669962918,107.67476835702449,107.42919318181819
2019-07-09T00:00:00.000000000,107.54020395550063,107.5698221890352,107.44015454545455
2019-07-08T00:00:00.000000000,107.56526576019779,107.64970658556437,107.4996590909091
2019-07-05T00:00:00.000000000,107.81588380716936,107.84393531438039,107.50905454545456
2019-07-03T00:00:00.000000000,107.8127510815822,107.87839525013807,107.76586363636365
2019-07-02T00:00:00.000000000,107.75949474660075,107.83766987151536,107.72201818181819
2019-06-28T00:00:00.000000000,107.64828298825712,107.6481402248481,107.57169090909093
2019-06-27T00:00:00.000000000,107.79538682467296,107.87054669464516,107.70620408651556
