Date,Previous Settlement
2019-01-18,5821.0
2019-01-17,5788.0
2019-01-16,5754.0
2019-01-15,5754.0
2019-01-14,5716.0
2019-01-12,5728.0
2019-01-11,5728.0
2019-01-10,5735.0
2019-01-09,5728.0
2019-01-08,5663.0
2019-01-05,5562.0
2019-01-04,5562.0
2019-01-03,5487.0
2019-01-02,5487.0
2019-01-01,5561.0
2018-12-31,5561.0
2018-12-29,5607.0
2018-12-28,5607.0
2018-12-27,5553.0
2018-12-26,5413.0
2018-12-25,5413.0
2018-12-24,5413.0
2018-12-22,5378.0
2018-12-21,5378.0
2018-12-20,5537.0
2018-12-19,5598.0
2018-12-18,5580.0
2018-12-17,5672.0
2018-12-15,5612.0
2018-12-14,5612.0
2018-12-13,5648.0
2018-12-12,5655.0
2018-12-11,5592.0
2018-12-08,5667.0
2018-12-07,5667.0
2018-12-06,5657.0
2018-12-05,5663.0
2018-12-04,5700.0
2018-12-03,5771.0
2018-12-01,5674.0
2018-11-30,5674.0
2018-11-29,5746.0
2018-11-28,5725.0
2018-11-27,5734.0
2018-11-26,5678.0
2018-11-24,5703.0
2018-11-23,5703.0
2018-11-22,5696.0
2018-11-21,5642.0
2018-11-20,5678.0
2018-11-19,5691.0
2018-11-17,5722.0
2018-11-16,5722.0
2018-11-15,5747.0
2018-11-14,5740.0
2018-11-13,5832.0
2018-11-12,5931.0
2018-11-10,5911.0
2018-11-09,5911.0
2018-11-08,5913.0
2018-11-07,5863.0
2018-11-06,5850.0
2018-11-05,5810.0
2018-11-03,5816.0
2018-11-02,5816.0
2018-11-01,5808.0
2018-10-31,5798.0
2018-10-30,5772.0
2018-10-29,5704.0
2018-10-27,5661.0
2018-10-26,5661.0
2018-10-25,5628.0
2018-10-24,5794.0
2018-10-23,5815.0
2018-10-22,5891.0
2018-10-20,5923.0
2018-10-19,5923.0
2018-10-18,5922.0
2018-10-17,5927.0
2018-10-16,5818.0
2018-10-15,5818.0
2018-10-13,5854.0
2018-10-12,5854.0
2018-10-11,5825.0
2018-10-10,6023.0
2018-10-09,6026.0
2018-10-08,6077.0
2018-10-06,6174.0
2018-10-05,6174.0
2018-10-04,6177.0
2018-10-03,6143.0
2018-10-02,6117.0
2018-10-01,6160.0
2018-09-29,6194.0
2018-09-28,6194.0
2018-09-27,6170.0
2018-09-26,6181.0
2018-09-25,6180.0
2018-09-24,6188.0
2018-09-22,6192.0
2018-09-21,6192.0
2018-09-20,6163.0
2018-09-19,6189.0
2018-09-18,6183.0
2018-09-17,6183.0
2018-09-15,6174.0
2018-09-14,6174.0
2018-09-13,6131.0
2018-09-12,6179.0
2018-09-11,6176.0
2018-09-10,6137.0
2018-09-08,6131.0
2018-09-07,6131.0
2018-09-06,6145.0
2018-09-05,6215.0
2018-09-04,6280.0
2018-09-03,6300.0
2018-09-01,6304.0
2018-08-31,6304.0
2018-08-30,6324.0
2018-08-29,6337.0
2018-08-28,6276.0
2018-08-27,6236.0
2018-08-25,6221.0
2018-08-24,6221.0
2018-08-23,6221.0
2018-08-22,6236.0
2018-08-21,6259.0
2018-08-20,6314.0
2018-08-18,6299.0
2018-08-17,6299.0
2018-08-16,6282.0
2018-08-15,6294.0
2018-08-14,6246.0
2018-08-13,6200.0
2018-08-11,6218.0
2018-08-10,6218.0
2018-08-09,6239.0
2018-08-08,6207.0
2018-08-07,6202.0
2018-08-06,6208.0
2018-08-04,6183.0
2018-08-03,6183.0
2018-08-02,6192.0
2018-08-01,6226.0
2018-07-31,6218.0
2018-07-30,6226.0
2018-07-28,6251.0
2018-07-27,6251.0
2018-07-26,6197.0
2018-07-25,6191.0
2018-07-24,6200.0
2018-07-23,6168.0
2018-07-21,6225.0
2018-07-20,6225.0
2018-07-19,6212.0
2018-07-18,6194.0
2018-07-17,6158.0
2018-07-16,6192.0
2018-07-14,6220.0
2018-07-13,6220.0
2018-07-12,6217.0
2018-07-11,6174.0
2018-07-10,6211.0
2018-07-09,6240.0
2018-07-07,6224.0
2018-07-06,6224.0
2018-07-05,6167.0
2018-07-04,6137.0
2018-07-03,6169.0
2018-07-02,6137.0
2018-06-30,6148.0
2018-06-29,6148.0
2018-06-28,6172.0
2018-06-27,6138.0
2018-06-26,6152.0
2018-06-25,6155.0
2018-06-23,6167.0
2018-06-22,6167.0
2018-06-21,6253.0
2018-06-20,6184.0
2018-06-19,6106.0
2018-06-18,6119.0
2018-06-16,6100.0
2018-06-15,6100.0
2018-06-14,6025.0
2018-06-13,6027.0
2018-06-12,6055.0
2018-06-11,6051.0
2018-06-09,6050.0
2018-06-08,6050.0
2018-06-07,6062.0
2018-06-06,6024.0
2018-06-05,6000.0
2018-06-04,6026.0
2018-06-02,5995.0
2018-06-01,5995.0
2018-05-31,6016.0
2018-05-30,5995.0
2018-05-29,6013.0
2018-05-28,6016.0
2018-05-26,6037.0
2018-05-25,6037.0
2018-05-24,6043.0
2018-05-23,6036.0
2018-05-22,6047.0
2018-05-21,6093.0
2018-05-19,6096.0
2018-05-18,6096.0
2018-05-17,6108.0
2018-05-16,6099.0
2018-05-15,6100.0
2018-05-14,6122.0
2018-05-12,6096.0
2018-05-11,6096.0
2018-05-10,6097.0
2018-05-09,6089.0
2018-05-08,6077.0
2018-05-07,6064.0
2018-05-05,6054.0
2018-05-04,6054.0
2018-05-03,6080.0
2018-05-02,6046.0
2018-05-01,5993.0
2018-04-30,5966.0
2018-04-28,5942.0
2018-04-27,5942.0
2018-04-26,5894.0
2018-04-25,5868.0
2018-04-24,5906.0
2018-04-23,5868.0
2018-04-21,5848.0
2018-04-20,5848.0
2018-04-19,5854.0
2018-04-18,5838.0
2018-04-17,5818.0
2018-04-16,5820.0
2018-04-14,5816.0
2018-04-13,5816.0
2018-04-12,5797.0
2018-04-11,5808.0
2018-04-10,5839.0
2018-04-09,5793.0
2018-04-07,5772.0
2018-04-06,5772.0
2018-04-05,5770.0
2018-04-04,5743.0
2018-04-03,5721.0
2018-04-02,5736.0
2018-03-31,5736.0
2018-03-30,5736.0
2018-03-29,5736.0
2018-03-28,5765.0
2018-03-27,5818.0
2018-03-26,5778.0
2018-03-24,5794.0
2018-03-23,5794.0
2018-03-22,5918.0
2018-03-21,5934.0
2018-03-20,5923.0
2018-03-19,5958.0
2018-03-17,5947.0
2018-03-16,5947.0
2018-03-15,5925.0
2018-03-14,5939.0
2018-03-13,5968.0
2018-03-12,5989.0
2018-03-10,5963.0
2018-03-09,5963.0
2018-03-08,5939.0
2018-03-07,5897.0
2018-03-06,5954.0
2018-03-05,5884.0
2018-03-03,5912.0
2018-03-02,5912.0
2018-03-01,5962.0
2018-02-28,6001.0
2018-02-27,6036.0
2018-02-26,6015.0
2018-02-24,5973.0
2018-02-23,5973.0
2018-02-22,5914.0
2018-02-21,5914.0
2018-02-20,5905.0
2018-02-19,5903.0
2018-02-17,5857.0
2018-02-16,5857.0
2018-02-15,5862.0
2018-02-14,5790.0
2018-02-13,5793.0
2018-02-12,5741.0
2018-02-10,5752.0
2018-02-09,5752.0
2018-02-08,5812.0
2018-02-07,5790.0
2018-02-06,5764.0
2018-02-03,6071.0
2018-02-02,6071.0
2018-02-01,6036.0
2018-01-31,5981.0
2018-01-30,5960.0
2018-01-29,6010.0
2018-01-27,5985.0
2018-01-26,5985.0
2018-01-25,5999.0
2018-01-24,6001.0
2018-01-23,5986.0
2018-01-22,5938.0
2018-01-20,5950.0
2018-01-19,5950.0
2018-01-18,5952.0
2018-01-17,5960.0
2018-01-16,5992.0
2018-01-15,6026.0
2018-01-13,6018.0
2018-01-12,6018.0
2018-01-11,6013.0
2018-01-10,6046.0
2018-01-09,6088.0
2018-01-08,6081.0
2018-01-06,6074.0
2018-01-05,6074.0
2018-01-04,6024.0
2018-01-03,6031.0
2018-01-02,6022.0
2018-01-01,6020.0
2017-12-30,6020.0
2017-12-29,6020.0
2017-12-28,6046.0
2017-12-27,6022.0
2017-12-26,6026.0
2017-12-25,6026.0
2017-12-23,6026.0
2017-12-22,6026.0
2017-12-21,6046.0
2017-12-20,6079.0
2017-12-19,6077.0
2017-12-18,6041.0
2017-12-16,6008.0
2017-12-15,6008.0
2017-12-14,6013.0
2017-12-13,6027.0
2017-12-12,6018.0
2017-12-11,6004.0
2017-12-09,6001.0
2017-12-08,6001.0
2017-12-07,5981.0
2017-12-06,5951.0
2017-12-05,5980.0
2017-12-04,5996.0
2017-12-02,5997.0
2017-12-01,5997.0
2017-11-30,5986.0
2017-11-29,6019.0
2017-11-28,5989.0
2017-11-27,5991.0
2017-11-25,5994.0
2017-11-24,5994.0
2017-11-23,5992.0
2017-11-22,6000.0
2017-11-21,5979.0
2017-11-20,5961.0
2017-11-18,5963.0
2017-11-17,5963.0
2017-11-16,5951.0
2017-11-15,5942.0
2017-11-14,5976.0
2017-11-13,6034.0
2017-11-11,6032.0
2017-11-10,6032.0
2017-11-09,6043.0
2017-11-08,5998.0
2017-11-07,6001.0
2017-11-06,5933.0
2017-11-04,5939.0
2017-11-03,5939.0
2017-11-02,5920.0
2017-11-01,5929.0
2017-10-31,5888.0
2017-10-30,5900.0
2017-10-28,5887.0
2017-10-27,5887.0
2017-10-26,5898.0
2017-10-25,5889.0
2017-10-24,5883.0
2017-10-23,5875.0
2017-10-21,5890.0
2017-10-20,5890.0
2017-10-19,5878.0
2017-10-18,5870.0
2017-10-17,5871.0
2017-10-16,5828.0
2017-10-14,5794.0
2017-10-13,5794.0
2017-10-12,5768.0
2017-10-11,5745.0
2017-10-10,5718.0
2017-10-09,5719.0
2017-10-07,5697.0
2017-10-06,5697.0
2017-10-05,5634.0
2017-10-04,5628.0
2017-10-03,5679.0
2017-10-02,5712.0
2017-09-30,5668.0
2017-09-29,5668.0
2017-09-28,5646.0
2017-09-27,5641.0
2017-09-26,5659.0
2017-09-25,5671.0
2017-09-23,5672.0
2017-09-22,5672.0
2017-09-21,5687.0
2017-09-20,5712.0
2017-09-19,5714.0
2017-09-18,5720.0
2017-09-16,5692.0
2017-09-15,5692.0
2017-09-14,5735.0
2017-09-13,5746.0
2017-09-12,5745.0
2017-09-11,5705.0
2017-09-09,5669.0
2017-09-08,5669.0
2017-09-07,5677.0
2017-09-06,5674.0
2017-09-05,5692.0
2017-09-04,5680.0
2017-09-02,5701.0
2017-09-01,5701.0
2017-08-31,5688.0
2017-08-30,5650.0
2017-08-29,5632.0
2017-08-28,5678.0
2017-08-26,5710.0
2017-08-25,5710.0
2017-08-24,5712.0
2017-08-23,5696.0
2017-08-22,5713.0
2017-08-21,5680.0
2017-08-19,5707.0
2017-08-18,5707.0
2017-08-17,5746.0
2017-08-16,5746.0
2017-08-15,5704.0
2017-08-14,5673.0
2017-08-12,5641.0
2017-08-11,5641.0
2017-08-10,5699.0
2017-08-09,5697.0
2017-08-08,5678.0
2017-08-07,5706.0
2017-08-05,5660.0
2017-08-04,5660.0
2017-08-03,5665.0
2017-08-02,5681.0
2017-08-01,5661.0
2017-07-31,5661.0
2017-07-29,5634.0
2017-07-28,5634.0
2017-07-27,5720.0
2017-07-26,5717.0
2017-07-25,5663.0
2017-07-24,5625.0
2017-07-22,5664.0
2017-07-21,5664.0
2017-07-20,5699.0
2017-07-19,5665.0
2017-07-18,5631.0
2017-07-17,5697.0
2017-07-15,5690.0
2017-07-14,5690.0
2017-07-13,5693.0
2017-07-12,5625.0
2017-07-11,5675.0
2017-07-10,5677.0
2017-07-08,5651.0
2017-07-07,5651.0
2017-07-06,5699.0
2017-07-05,5705.0
2017-07-04,5732.0
2017-07-03,5635.0
2017-07-01,5649.0
2017-06-30,5649.0
2017-06-29,5777.0
2017-06-28,5696.0
2017-06-27,5654.0
2017-06-26,5666.0
2017-06-24,5659.0
2017-06-23,5659.0
2017-06-22,5643.0
2017-06-21,5604.0
2017-06-20,5696.0
2017-06-19,5743.0
2017-06-17,5714.0
2017-06-16,5714.0
2017-06-15,5787.0
2017-06-14,5837.0
2017-06-13,5782.0
2017-06-12,5690.0
2017-06-10,5670.0
2017-06-09,5670.0
2017-06-08,5675.0
2017-06-07,5664.0
2017-06-06,5667.0
2017-06-05,5764.0
2017-06-03,5787.0
2017-06-02,5787.0
2017-06-01,5753.0
2017-05-31,5740.0
2017-05-30,5722.0
2017-05-29,5713.0
2017-05-27,5756.0
2017-05-26,5756.0
2017-05-25,5795.0
2017-05-24,5774.0
2017-05-23,5771.0
2017-05-22,5782.0
2017-05-20,5726.0
2017-05-19,5726.0
2017-05-18,5730.0
2017-05-17,5782.0
2017-05-16,5854.0
2017-05-15,5818.0
2017-05-13,5811.0
2017-05-12,5811.0
2017-05-11,5865.0
2017-05-10,5871.0
2017-05-09,5826.0
2017-05-08,5862.0
2017-05-06,5817.0
2017-05-05,5817.0
2017-05-04,5864.0
2017-05-03,5877.0
2017-05-02,5934.0
2017-05-01,5936.0
2017-04-29,5913.0
2017-04-28,5913.0
2017-04-27,5909.0
2017-04-26,5898.0
2017-04-25,5874.0
2017-04-24,5856.0
2017-04-22,5838.0
2017-04-21,5838.0
2017-04-20,5803.0
2017-04-19,5797.0
2017-04-18,5828.0
2017-04-17,5867.0
2017-04-15,5867.0
2017-04-14,5867.0
2017-04-13,5867.0
2017-04-12,5927.0
2017-04-11,5918.0
2017-04-10,5901.0
2017-04-08,5852.0
2017-04-07,5852.0
2017-04-06,5848.0
2017-04-05,5859.0
2017-04-04,5844.0
2017-04-03,5859.0
2017-04-01,5848.0
2017-03-31,5848.0
2017-03-30,5880.0
2017-03-29,5860.0
2017-03-28,5813.0
2017-03-27,5736.0
2017-03-25,5747.0
2017-03-24,5747.0
2017-03-23,5707.0
2017-03-22,5668.0
2017-03-21,5758.0
2017-03-20,5766.0
2017-03-18,5783.0
2017-03-17,5783.0
2017-03-16,5781.0
2017-03-15,5782.0
2017-03-14,5762.0
2017-03-13,5758.0
2017-03-11,5779.0
2017-03-10,5779.0
2017-03-09,5751.0
2017-03-08,5747.0
2017-03-07,5728.0
2017-03-06,5728.0
2017-03-03,5707.0
2017-03-02,5763.0
2017-03-01,5683.0
2017-02-28,5684.0
2017-02-27,5693.0
2017-02-25,5719.0
2017-02-24,5719.0
2017-02-23,5759.0
2017-02-22,5770.0
2017-02-21,5739.0
2017-02-20,5752.0
2017-02-18,5755.0
2017-02-17,5755.0
2017-02-16,5764.0
2017-02-15,5759.0
2017-02-14,5702.0
2017-02-13,5713.0
2017-02-11,5667.0
2017-02-10,5667.0
2017-02-09,5610.0
2017-02-08,5598.0
2017-02-07,5572.0
2017-02-06,5565.0
2017-02-04,5572.0
2017-02-03,5572.0
2017-02-02,5598.0
2017-02-01,5599.0
2017-01-31,5555.0
2017-01-30,5603.0
2017-01-28,5661.0
2017-01-27,5661.0
2017-01-26,5651.0
2017-01-25,5611.0
2017-01-24,5594.0
2017-01-23,5566.0
2017-01-21,5601.0
2017-01-20,5601.0
2017-01-19,5637.0
2017-01-18,5629.0
2017-01-17,5651.0
2017-01-16,5703.0
2017-01-14,5689.0
2017-01-13,5689.0
2017-01-12,5728.0
2017-01-11,5729.0
2017-01-10,5716.0
2017-01-09,5775.0
2017-01-07,5721.0
2017-01-06,5721.0
2017-01-05,5716.0
2017-01-04,5697.0
2017-01-03,5702.0
2017-01-02,5631.0
2016-12-31,5631.0
2016-12-30,5631.0
2016-12-29,5670.0
2016-12-28,5650.0
2016-12-27,5599.0
2016-12-26,5599.0
2016-12-24,5599.0
2016-12-23,5599.0
2016-12-22,5613.0
2016-12-21,5579.0
2016-12-20,5552.0
2016-12-19,5528.0
2016-12-17,5493.0
2016-12-16,5493.0
2016-12-15,5485.0
2016-12-14,5582.0
2016-12-13,5550.0
2016-12-12,5575.0
2016-12-10,5559.0
2016-12-09,5559.0
2016-12-08,5541.0
2016-12-07,5481.0
2016-12-06,5428.0
2016-12-05,5397.0
2016-12-03,5444.0
2016-12-02,5444.0
2016-12-01,5502.0
2016-11-30,5442.0
2016-11-29,5462.0
2016-11-28,5472.0
2016-11-26,5514.0
2016-11-25,5514.0
2016-11-24,5497.0
2016-11-23,5496.0
2016-11-22,5421.0
2016-11-21,5353.0
2016-11-19,5362.0
2016-11-18,5362.0
2016-11-17,5338.0
2016-11-16,5320.0
2016-11-15,5324.0
2016-11-14,5351.0
2016-11-12,5357.0
2016-11-11,5357.0
2016-11-10,5340.0
2016-11-09,5152.0
2016-11-08,5245.0
2016-11-07,5240.0
2016-11-05,5153.0
2016-11-04,5153.0
2016-11-03,5192.0
2016-11-02,5184.0
2016-11-01,5262.0
2016-10-29,5253.0
2016-10-28,5253.0
2016-10-27,5253.0
2016-10-26,5332.0
2016-10-25,5423.0
2016-10-24,5392.0
2016-10-22,5403.0
2016-10-21,5403.0
2016-10-20,5425.0
2016-10-19,5406.0
2016-10-18,5391.0
2016-10-17,5369.0
2016-10-15,5415.0
2016-10-14,5415.0
2016-10-13,5415.0
2016-10-12,5455.0
2016-10-11,5465.0
2016-10-10,5460.0
2016-10-08,5450.0
2016-10-07,5450.0
2016-10-06,5467.0
2016-10-05,5433.0
2016-10-04,5473.0
2016-10-03,5464.0
2016-10-01,5416.0
2016-09-30,5416.0
2016-09-29,5463.0
2016-09-28,5401.0
2016-09-27,5407.0
2016-09-26,5417.0
2016-09-24,5420.0
2016-09-23,5420.0
2016-09-22,5354.0
2016-09-21,5323.0
2016-09-20,5290.0
2016-09-19,5269.0
2016-09-17,5275.0
2016-09-16,5275.0
2016-09-15,5229.0
2016-09-14,5233.0
2016-09-13,5194.0
2016-09-10,5325.0
2016-09-09,5325.0
2016-09-08,5365.0
2016-09-07,5414.0
2016-09-06,5411.0
2016-09-05,5418.0
2016-09-03,5348.0
2016-09-02,5348.0
2016-09-01,5406.0
2016-08-31,5410.0
2016-08-30,5459.0
2016-08-29,5451.0
2016-08-27,5486.0
2016-08-26,5486.0
2016-08-25,5513.0
2016-08-24,5543.0
2016-08-23,5515.0
2016-08-22,5491.0
2016-08-20,5496.0
2016-08-19,5496.0
2016-08-18,5476.0
2016-08-17,5511.0
2016-08-16,5488.0
2016-08-15,5495.0
2016-08-13,5485.0
2016-08-12,5485.0
2016-08-11,5465.0
2016-08-10,5488.0
2016-08-09,5490.0
2016-08-08,5483.0
2016-08-06,5458.0
2016-08-05,5458.0
2016-08-04,5435.0
2016-08-03,5419.0
2016-08-02,5500.0
2016-08-01,5546.0
2016-07-30,5519.0
2016-07-29,5519.0
2016-07-28,5517.0
2016-07-27,5500.0
2016-07-26,5491.0
2016-07-25,5483.0
2016-07-23,5467.0
2016-07-22,5467.0
2016-07-21,5483.0
2016-07-20,5449.0
2016-07-19,5410.0
2016-07-18,5417.0
2016-07-16,5389.0
2016-07-15,5389.0
2016-07-14,5383.0
2016-07-13,5349.0
2016-07-12,5313.0
2016-07-11,5301.0
2016-07-09,5189.0
2016-07-08,5189.0
2016-07-07,5192.0
2016-07-06,5154.0
2016-07-05,5186.0
2016-07-04,5250.0
2016-07-02,5203.0
2016-07-01,5203.0
2016-06-30,5176.0
2016-06-29,5093.0
2016-06-28,5044.0
2016-06-27,5068.0
2016-06-25,5071.0
2016-06-24,5071.0
2016-06-23,5234.0
2016-06-22,5217.0
2016-06-21,5215.0
2016-06-20,5197.0
2016-06-18,5117.0
2016-06-17,5117.0
2016-06-16,5074.0
2016-06-15,5157.0
2016-06-14,5202.0
2016-06-13,5259.0
2016-06-11,5318.0
2016-06-10,5318.0
2016-06-09,5362.0
2016-06-08,5374.0
2016-06-07,5378.0
2016-06-06,5363.0
2016-06-04,5323.0
2016-06-03,5323.0
2016-06-02,5279.0
2016-06-01,5329.0
2016-05-31,5382.0
2016-05-30,5412.0
2016-05-28,5410.0
2016-05-27,5410.0
2016-05-26,5393.0
2016-05-25,5368.0
2016-05-24,5296.0
2016-05-23,5336.0
2016-05-21,5357.0
2016-05-20,5357.0
2016-05-19,5345.0
2016-05-18,5359.0
2016-05-17,5398.0
2016-05-16,5346.0
2016-05-14,5331.0
2016-05-13,5331.0
2016-05-12,5369.0
2016-05-11,5360.0
2016-05-10,5334.0
