Date,Open,High,Low,Last,Volume,Open Interest
2019-09-23,526.0,539.0,526.0,537.25,9800.0,39495.0
2019-09-20,520.0,534.75,519.0,524.25,12045.0,38266.0
2019-09-19,513.25,526.75,511.5,520.25,3875.0,37899.0
2019-09-18,505.5,514.75,505.25,513.25,3686.0,38060.0
2019-09-17,508.25,512.75,505.25,506.5,3823.0,38408.0
2019-09-16,506.5,512.25,505.0,509.0,3879.0,38100.0
2019-09-13,507.0,510.0,502.25,505.5,4918.0,38554.0
2019-09-12,,495.25,491.5,495.25,0.0,1.0
2019-09-11,,491.5,485.0,485.0,2.0,1.0
2019-09-10,491.5,491.5,487.5,487.5,0.0,14.0
2019-09-09,,477.25,477.25,477.25,0.0,14.0
2019-09-06,,484.0,474.75,474.75,9.0,48.0
2019-09-05,483.75,484.5,483.75,484.5,29.0,48.0
2019-09-04,472.25,476.5,469.0,476.5,3.0,57.0
2019-09-03,473.0,473.0,466.5,466.5,577.0,665.0
2019-09-02,478.0,479.5,476.5,476.5,3471.0,839.0
2019-08-30,478.0,479.5,476.5,476.5,3471.0,839.0
2019-08-29,487.5,487.75,479.0,479.5,4535.0,2977.0
2019-08-28,494.5,496.25,486.5,487.5,5890.0,5960.0
2019-08-27,492.5,496.5,492.25,494.25,6774.0,8869.0
2019-08-26,497.5,498.75,492.0,492.75,5586.0,11184.0
2019-08-23,498.5,499.25,497.0,498.75,7758.0,14209.0
2019-08-22,501.0,503.75,497.75,498.5,5945.0,15919.0
2019-08-21,503.0,505.0,500.25,502.25,6773.0,17247.0
2019-08-20,504.5,506.0,503.0,504.0,3453.0,19601.0
2019-08-19,505.5,506.0,503.5,505.5,2792.0,20807.0
2019-08-16,502.75,507.0,502.5,506.25,5118.0,21410.0
2019-08-15,505.0,511.25,502.0,502.75,5568.0,22896.0
2019-08-14,503.0,508.0,503.0,505.5,5013.0,0.0
2019-08-13,509.0,511.5,502.0,503.25,6334.0,25371.0
2019-08-12,519.75,525.5,506.25,509.25,3865.0,25643.0
2019-08-09,521.0,522.0,518.75,519.75,4322.0,25285.0
2019-08-08,520.25,523.0,519.25,520.5,4063.0,25885.0
2019-08-07,522.0,525.0,518.75,521.0,5237.0,26176.0
2019-08-06,524.0,524.75,521.5,522.0,4488.0,27703.0
2019-08-05,521.5,524.75,518.75,524.5,3293.0,28321.0
2019-08-02,518.5,523.0,518.5,522.25,5751.0,28537.0
2019-08-01,519.0,521.5,513.75,518.5,3757.0,27635.0
2019-07-31,528.5,528.75,518.75,519.5,4075.0,27410.0
2019-07-30,531.75,532.75,527.75,528.75,5841.0,27698.0
2019-07-29,524.0,533.5,523.25,532.5,3859.0,27751.0
2019-07-26,522.5,525.75,522.5,524.5,3897.0,27406.0
2019-07-25,522.0,526.5,520.5,523.0,4882.0,28538.0
2019-07-24,520.0,525.0,520.0,522.25,4149.0,28590.0
2019-07-23,521.0,527.25,520.25,520.5,3114.0,27726.0
2019-07-22,529.0,529.0,520.75,521.25,3375.0,27743.0
2019-07-19,525.75,538.25,525.5,529.25,3259.0,0.0
2019-07-18,527.75,529.25,525.25,525.5,2756.0,27525.0
2019-07-17,529.5,532.75,526.0,527.75,2941.0,27246.0
2019-07-16,531.25,534.25,529.75,530.25,2908.0,28375.0
2019-07-15,542.75,547.25,530.5,532.5,2805.0,27282.0
2019-07-12,540.0,546.5,537.75,542.75,3228.0,27237.0
2019-07-11,,535.0,532.5,535.0,0.0,0.0
2019-07-10,,533.5,522.5,522.5,0.0,0.0
2019-07-09,,533.5,526.75,526.75,4.0,0.0
2019-07-08,533.25,533.5,532.5,533.25,2.0,4.0
2019-07-05,534.0,534.25,534.0,534.25,2.0,6.0
2019-07-04,540.5,540.5,540.5,540.5,32.0,8.0
2019-07-03,540.5,540.5,540.5,540.5,32.0,8.0
2019-07-02,,544.0,530.0,530.0,519.0,37.0
2019-07-01,544.0,544.0,539.25,543.25,958.0,1175.0
2019-06-28,551.25,565.0,550.25,554.25,3995.0,3008.0
2019-06-27,550.25,557.25,547.0,551.5,4599.0,3924.0
2019-06-26,548.0,555.25,545.25,550.25,7658.0,4934.0
2019-06-25,543.5,552.0,543.5,548.5,6158.0,8891.0
2019-06-24,536.75,545.0,535.0,543.5,5873.0,12160.0
2019-06-21,538.25,540.75,535.5,536.0,4145.0,14292.0
2019-06-20,542.0,545.0,537.75,538.25,5361.0,15639.0
2019-06-19,552.0,552.0,539.5,541.5,4380.0,15996.0
2019-06-18,560.25,561.0,547.5,552.25,4225.0,16431.0
2019-06-17,562.0,569.75,559.75,560.25,5352.0,17393.0
2019-06-14,565.0,569.5,558.5,563.25,4835.0,18313.0
2019-06-13,564.0,573.5,563.0,566.25,5456.0,19189.0
2019-06-12,569.0,573.5,561.75,564.75,5517.0,20109.0
2019-06-11,564.75,570.75,560.0,569.5,3425.0,20628.0
2019-06-10,568.25,569.5,562.75,568.5,6173.0,21740.0
2019-06-07,564.0,571.75,561.0,568.75,6657.0,23407.0
2019-06-06,547.0,566.25,547.0,565.0,5317.0,24187.0
2019-06-05,557.75,561.5,546.0,547.0,5370.0,24541.0
2019-06-04,565.0,567.0,556.0,560.5,6718.0,25438.0
2019-06-03,552.5,567.25,552.5,563.5,6320.0,26364.0
2019-05-31,562.0,567.5,550.25,552.0,4651.0,27467.0
2019-05-30,548.25,564.25,545.25,563.5,7631.0,27882.0
2019-05-29,560.75,568.0,543.0,548.75,6564.0,28381.0
2019-05-28,551.0,561.0,551.0,557.5,5582.0,29678.0
2019-05-27,534.25,551.0,534.25,548.0,5551.0,30091.0
2019-05-24,534.25,551.0,534.25,548.0,5551.0,30091.0
2019-05-23,543.75,549.5,532.0,534.25,3334.0,30367.0
2019-05-22,543.25,547.0,536.75,543.75,6230.0,31379.0
2019-05-21,545.25,554.75,540.25,543.0,4425.0,32221.0
2019-05-20,529.75,546.75,529.75,543.5,3834.0,32812.0
2019-05-17,526.75,543.75,525.75,527.75,3131.0,33134.0
2019-05-16,515.25,529.25,515.0,526.75,4196.0,33581.0
2019-05-15,522.0,535.5,515.0,515.25,2940.0,34147.0
2019-05-14,518.0,528.25,515.0,523.25,2385.0,34269.0
2019-05-13,,507.75,507.75,507.75,276.0,275.0
2019-05-10,508.75,508.75,508.75,508.75,63.0,63.0
2019-05-09,512.75,513.0,510.0,510.0,0.0,0.0
2019-05-08,,508.25,508.25,508.25,0.0,0.0
2019-05-07,,508.5,508.5,508.5,0.0,0.0
2019-05-06,,499.0,499.0,499.0,0.0,0.0
2019-05-03,,499.5,492.0,499.5,0.0,0.0
2019-05-02,,505.25,492.0,505.25,30.0,29.0
2019-05-01,492.0,495.0,492.0,495.0,270.0,165.0
2019-04-30,489.75,494.5,489.75,490.25,4631.0,1026.0
2018-05-14,,613.5,613.5,613.5,1.0,0.0
2018-05-11,,613.5,613.5,613.5,0.0,1.0
2018-05-10,,615.25,615.25,615.25,3.0,1.0
2018-05-09,,619.25,615.25,615.25,4.0,4.0
2018-05-08,619.25,619.25,619.25,619.25,0.0,5.0
2018-05-07,,618.25,618.25,618.25,0.0,5.0
2018-05-04,,629.75,629.75,629.75,61.0,10.0
2018-05-03,628.5,631.25,628.0,631.25,9.0,56.0
2018-05-02,630.0,631.0,629.0,630.75,125.0,64.0
2018-05-01,625.0,627.25,625.0,627.25,1073.0,342.0
2018-04-30,608.5,621.25,608.5,617.75,3040.0,2097.0
2018-04-27,602.5,607.5,589.25,606.25,3832.0,4111.0
2018-04-26,600.0,604.0,593.75,599.5,3911.0,5872.0
2018-04-25,592.75,601.25,592.0,599.5,4553.0,7993.0
2018-04-24,591.0,593.5,585.0,592.75,6207.0,11024.0
2018-04-23,600.5,603.5,587.75,588.0,4576.0,13187.0
2018-04-20,611.0,611.25,599.75,600.0,5820.0,14267.0
2018-04-19,618.0,619.75,608.25,613.25,4145.0,17163.0
2018-04-18,611.5,619.25,610.0,618.0,2797.0,18679.0
2018-04-17,607.0,613.75,607.0,612.5,4852.0,20022.0
2018-04-16,613.5,614.0,609.5,612.5,397.0,0.0
2018-04-13,621.75,622.25,609.25,617.0,3554.0,22376.0
2018-04-12,627.75,628.75,621.0,623.0,4933.0,22376.0
2018-04-11,625.0,631.5,620.75,629.0,5520.0,24504.0
2018-04-10,624.0,634.0,620.0,626.5,6929.0,26619.0
2018-04-09,609.5,629.5,609.5,626.5,5884.0,28024.0
2018-04-06,589.75,608.25,585.0,607.25,6945.0,28673.0
2018-04-05,578.5,591.25,578.5,589.75,5122.0,29532.0
2018-04-04,583.0,589.0,571.0,576.75,5749.0,30552.0
2018-04-03,573.0,584.0,572.0,583.0,4580.0,30851.0
2018-04-02,580.25,583.5,572.5,573.5,4069.0,31151.0
2018-03-29,589.25,592.0,575.0,578.5,7016.0,30947.0
2018-03-28,593.5,594.75,586.5,589.5,3616.0,32185.0
2018-03-27,597.75,604.0,591.25,593.25,3793.0,32190.0
2018-03-26,603.25,605.0,594.0,597.25,2075.0,32649.0
2018-03-23,593.0,604.0,588.5,602.75,3488.0,32675.0
2018-03-22,589.75,594.75,587.0,593.0,3349.0,32967.0
2018-03-21,593.0,594.75,582.75,589.25,4326.0,32080.0
2018-03-20,598.25,603.75,592.75,593.25,5482.0,31809.0
2018-03-19,611.75,611.75,595.0,596.5,5588.0,33000.0
2018-03-16,615.5,618.5,610.5,611.75,3348.0,32511.0
2018-03-15,623.0,629.25,615.25,615.5,4054.0,32605.0
2018-03-14,624.75,628.75,620.75,621.75,2326.0,32048.0
2018-03-13,636.0,636.0,629.5,629.5,2.0,1.0
2018-03-12,622.75,625.5,622.75,625.5,4.0,5.0
2018-03-09,,623.25,615.0,615.0,0.0,5.0
2018-03-08,621.75,623.25,621.75,621.75,13.0,11.0
2018-03-07,627.25,627.25,620.0,620.0,1.0,12.0
2018-03-06,618.0,627.25,618.0,627.25,16.0,13.0
2018-03-05,623.0,623.0,623.0,623.0,1.0,26.0
2018-03-02,,615.0,606.5,606.5,1.0,28.0
2018-03-01,608.0,620.0,608.0,620.0,11.0,36.0
2018-02-28,597.75,606.75,597.75,606.0,264.0,636.0
2018-02-27,596.0,600.75,594.75,596.5,5187.0,758.0
2018-02-26,601.0,604.0,592.5,596.0,8288.0,4073.0
2018-02-23,601.0,606.0,600.25,600.75,4444.0,9741.0
2018-02-22,600.0,603.25,599.0,603.0,6116.0,11452.0
2018-02-21,602.5,605.0,598.5,601.25,4196.0,14883.0
2018-02-20,605.25,607.0,601.75,602.5,4289.0,17047.0
2018-02-16,607.75,607.75,603.0,605.25,3444.0,18577.0
2018-02-15,601.0,610.0,600.5,608.5,5954.0,19132.0
2018-02-14,602.0,605.75,599.5,600.25,4714.0,20579.0
2018-02-13,609.5,612.0,601.25,601.75,4985.0,21259.0
2018-02-12,607.5,611.25,606.25,610.0,3608.0,21987.0
2018-02-09,612.25,613.0,602.75,603.5,4045.0,23732.0
2018-02-08,612.0,615.75,610.25,613.0,5155.0,24363.0
2018-02-07,608.25,614.0,605.5,612.25,5250.0,25912.0
2018-02-06,602.5,609.5,602.0,608.25,4456.0,27747.0
2018-02-05,603.25,605.25,600.0,601.75,2626.0,28631.0
2018-02-02,611.75,612.0,602.5,603.75,3506.0,28773.0
2018-02-01,607.5,612.5,605.5,611.75,5407.0,29525.0
2018-01-31,616.0,619.25,606.25,607.25,5218.0,29831.0
2018-01-30,619.75,621.5,613.5,616.0,5621.0,31053.0
2018-01-29,614.5,620.0,611.5,613.75,3856.0,31656.0
2018-01-26,610.25,616.0,610.25,614.5,2804.0,32047.0
2018-01-25,608.0,616.0,607.75,610.25,3818.0,31848.0
2018-01-24,604.75,610.25,604.75,608.0,6540.0,32048.0
2018-01-23,606.75,608.25,604.25,604.5,4454.0,33608.0
2018-01-22,609.5,611.25,606.5,607.0,3303.0,33877.0
2018-01-19,610.0,613.75,607.75,608.5,3443.0,33654.0
2018-01-18,612.5,616.5,610.0,610.5,3710.0,33820.0
2018-01-17,612.0,615.25,611.25,611.75,2473.0,34090.0
2018-01-16,613.0,615.75,608.5,611.5,5539.0,34080.0
2018-01-12,629.0,630.0,612.0,612.75,5910.0,36172.0
2018-01-11,633.0,633.5,628.5,629.0,3139.0,37211.0
2018-01-10,629.25,634.5,628.75,634.0,4125.0,37243.0
2018-01-09,624.75,631.75,622.0,630.75,3444.0,37052.0
2018-01-08,626.5,628.0,620.25,625.5,2604.0,36526.0
2018-01-05,627.0,628.0,624.0,626.75,3045.0,36416.0
2018-01-04,619.5,628.75,616.5,627.75,6219.0,36328.0
2018-01-03,618.0,623.25,618.0,619.75,2849.0,38420.0
2018-01-02,617.0,622.0,617.0,618.0,2571.0,38445.0
2017-12-29,618.75,619.25,613.25,614.75,2478.0,38942.0
2017-12-28,621.0,623.0,618.0,619.0,2170.0,39399.0
2017-12-27,611.75,622.5,611.5,621.25,3320.0,39721.0
2017-12-26,612.25,615.0,611.0,611.0,1401.0,39551.0
2017-12-22,617.0,622.25,611.0,611.75,2302.0,39885.0
2017-12-21,617.75,621.0,616.5,617.0,2478.0,40363.0
2017-12-20,617.25,621.5,615.0,617.75,3703.0,41180.0
2017-12-19,618.5,624.25,617.0,618.25,3120.0,41457.0
2017-12-18,620.0,625.25,618.0,619.25,4033.0,41586.0
2017-12-15,617.0,621.75,617.0,620.0,4458.0,41716.0
2017-12-14,612.0,622.25,611.75,617.0,3375.0,42357.0
2017-12-13,,599.75,599.75,599.75,3.0,5.0
2017-12-12,,596.75,596.75,596.75,0.0,6.0
2017-12-11,,596.75,596.75,596.75,1.0,6.0
2017-12-08,,598.75,597.75,597.75,0.0,89.0
2017-12-07,598.75,598.75,598.75,598.75,2.0,89.0
2017-12-06,614.0,614.0,603.75,603.75,7.0,89.0
2017-12-05,609.5,612.0,609.0,609.0,22.0,112.0
2017-12-04,611.75,615.75,611.75,614.0,14.0,122.0
2017-12-01,,611.25,610.5,610.5,256.0,342.0
2017-11-30,603.5,609.0,599.25,601.25,682.0,571.0
2017-11-29,603.5,605.75,599.0,603.5,3921.0,1187.0
2017-11-28,610.0,610.25,595.75,603.5,6766.0,3914.0
2017-11-27,623.0,624.0,608.5,610.0,9451.0,8439.0
2017-11-24,626.75,626.75,618.0,623.5,6360.0,15431.0
2017-11-22,626.5,631.5,624.75,626.75,3089.0,19022.0
2017-11-21,626.75,632.25,625.75,627.0,5177.0,20712.0
2017-11-20,636.5,636.5,625.75,626.25,4075.0,22953.0
2017-11-17,631.0,635.75,626.75,635.0,3972.0,24084.0
2017-11-16,624.0,630.75,624.0,630.25,3297.0,24526.0
2017-11-15,629.0,631.75,623.0,624.75,4542.0,25560.0
2017-11-14,633.25,635.5,628.25,629.0,4721.0,27465.0
2017-11-13,646.25,646.5,630.0,633.25,6073.0,29259.0
2017-11-10,648.0,649.5,645.25,647.5,5494.0,31737.0
2017-11-09,642.0,658.0,641.5,648.0,7799.0,33730.0
2017-11-08,633.5,649.0,632.0,643.5,7245.0,33990.0
2017-11-07,631.0,635.75,626.75,634.75,4400.0,34145.0
2017-11-06,624.75,631.75,624.75,631.0,3997.0,34452.0
2017-11-03,622.75,626.5,620.0,624.75,3243.0,34630.0
2017-11-02,613.5,624.0,613.5,622.75,3127.0,34745.0
2017-11-01,612.75,617.0,611.5,614.0,2622.0,34725.0
2017-10-31,617.75,619.5,612.0,612.75,4209.0,34793.0
2017-10-30,617.0,620.0,614.75,618.5,3503.0,34894.0
2017-10-27,620.25,620.5,615.25,617.0,3153.0,35016.0
2017-10-26,620.0,623.0,617.75,620.5,2352.0,35461.0
2017-10-25,619.5,624.75,617.0,621.5,3495.0,35527.0
2017-10-24,615.0,620.0,613.5,619.75,2699.0,35926.0
2017-10-23,610.0,620.0,609.25,615.0,3831.0,35545.0
2017-10-20,614.75,619.75,609.5,611.25,2544.0,35985.0
2017-10-19,610.5,618.75,610.5,615.75,2796.0,35924.0
2017-10-18,610.0,613.0,608.0,610.0,2252.0,36530.0
2017-10-17,610.25,614.75,608.75,611.0,2523.0,36212.0
2017-10-16,615.0,620.0,608.5,609.5,2153.0,36115.0
2017-10-13,611.0,615.75,609.5,615.0,2556.0,36060.0
2017-10-12,618.0,620.5,610.5,611.25,3845.0,35934.0
2017-10-11,615.75,619.75,615.25,619.0,2823.0,35710.0
2017-10-10,623.0,627.75,615.75,617.5,2629.0,36110.0
2017-10-09,623.5,625.0,618.5,623.25,1587.0,36283.0
2017-10-06,615.5,624.25,615.5,623.75,2975.0,36452.0
2017-10-05,610.5,618.25,607.25,615.5,4111.0,36365.0
2017-10-04,612.75,616.5,607.75,610.0,3006.0,36662.0
2017-10-03,611.5,617.25,608.75,612.25,3779.0,36993.0
2017-10-02,622.5,622.5,606.0,611.5,6276.0,37986.0
2017-09-29,644.0,647.75,620.25,623.75,9011.0,39480.0
2017-09-28,649.75,650.0,642.25,645.0,3827.0,40172.0
2017-09-27,645.0,652.0,645.0,649.75,3817.0,41218.0
2017-09-26,648.5,651.5,643.75,646.0,3965.0,40997.0
2017-09-25,634.25,651.75,632.0,648.75,5622.0,41419.0
2017-09-22,625.0,636.0,624.25,634.75,4784.0,41858.0
2017-09-21,622.0,630.0,621.25,624.25,4534.0,42177.0
2017-09-20,617.0,626.25,614.5,621.5,3305.0,42487.0
2017-09-19,621.75,624.25,615.0,617.25,3402.0,42870.0
2017-09-18,622.5,626.25,618.0,622.25,2851.0,43135.0
2017-09-15,632.5,632.5,621.0,621.5,6276.0,43116.0
2017-09-14,642.0,648.25,631.0,632.5,5367.0,44022.0
2017-09-13,,626.25,620.75,626.25,0.0,0.0
2017-09-12,,626.25,620.75,626.25,1.0,1.0
2017-09-11,620.75,626.25,620.75,626.25,5.0,6.0
2017-09-08,638.0,638.5,630.25,630.25,30.0,36.0
2017-09-07,633.25,633.25,629.75,632.75,9.0,45.0
2017-09-06,614.75,628.5,614.75,628.5,31.0,58.0
2017-09-05,609.75,609.75,609.75,609.75,4.0,88.0
2017-09-01,618.75,618.75,611.75,612.0,64.0,108.0
2017-08-31,629.75,630.25,614.5,618.5,884.0,987.0
2017-08-30,636.25,643.5,628.5,633.25,1864.0,1589.0
2017-08-29,643.5,643.5,623.0,637.5,4273.0,2714.0
2017-08-28,649.0,650.0,641.0,644.75,3808.0,4865.0
2017-08-25,650.0,659.5,647.0,650.5,2178.0,7975.0
2017-08-24,639.0,651.25,636.0,650.5,4699.0,8495.0
2017-08-23,640.0,645.5,638.5,639.25,3468.0,9633.0
2017-08-22,652.5,661.75,640.0,641.0,2896.0,10508.0
2017-08-21,666.0,667.25,653.5,655.0,2946.0,11816.0
2017-08-18,670.25,678.0,665.75,668.75,2103.0,13230.0
2017-08-17,673.0,677.5,665.0,670.25,2976.0,14223.0
2017-08-16,658.25,681.0,658.25,673.5,3158.0,15218.0
2017-08-15,670.0,670.0,650.0,658.25,3809.0,15722.0
2017-08-14,670.25,673.5,638.25,670.0,7305.0,16588.0
2017-08-11,705.5,712.75,666.0,674.0,8463.0,18726.0
2017-08-10,734.0,741.75,702.5,703.25,6212.0,23491.0
2017-08-09,730.75,740.0,730.75,734.0,2987.0,24580.0
2017-08-08,726.0,735.0,725.0,731.25,2826.0,24647.0
2017-08-07,715.5,728.5,715.5,726.5,2543.0,24775.0
2017-08-04,713.25,721.0,710.0,716.25,2137.0,24647.0
2017-08-03,722.0,722.0,707.5,713.25,3194.0,24975.0
2017-08-02,717.0,725.0,714.25,722.25,3319.0,25706.0
2017-08-01,731.0,739.0,716.0,718.0,3674.0,26477.0
2017-07-31,740.5,741.0,726.0,731.25,4574.0,26571.0
2017-07-28,736.0,747.75,736.0,740.5,4307.0,26620.0
2017-07-27,730.75,739.25,730.0,736.5,2875.0,26724.0
2017-07-26,717.5,734.0,712.75,730.0,5263.0,26398.0
2017-07-25,757.75,764.0,714.5,717.5,6753.0,26848.0
2017-07-24,763.75,764.75,722.25,750.5,7495.0,27415.0
2017-07-21,778.0,779.75,762.5,765.75,5664.0,29288.0
2017-07-20,776.5,780.0,760.75,778.0,6659.0,30237.0
2017-07-19,780.5,793.75,770.0,775.5,6585.0,32270.0
2017-07-18,773.5,789.75,772.75,780.5,4902.0,32822.0
2017-07-17,765.25,770.5,754.25,767.25,3416.0,32643.0
2017-07-14,749.5,774.0,747.75,758.0,5587.0,31922.0
2017-07-13,,799.5,745.75,745.75,0.0,4.0
2017-07-12,,799.5,782.0,782.0,0.0,4.0
2017-07-11,799.5,799.5,788.5,796.75,10.0,4.0
2017-07-10,,788.25,788.25,788.25,0.0,11.0
2017-07-07,778.0,778.0,757.5,757.5,6.0,11.0
2017-07-06,,812.75,763.25,763.25,32.0,36.0
2017-07-05,800.5,812.75,800.0,810.5,139.0,30.0
2017-07-03,813.0,816.25,800.0,812.0,127.0,209.0
2017-06-30,744.0,780.75,744.0,767.75,2175.0,755.0
2017-06-29,714.0,759.75,714.0,741.25,3520.0,3030.0
2017-06-28,690.0,713.0,688.0,704.75,4466.0,5886.0
2017-06-27,668.75,688.0,668.0,681.5,6481.0,8622.0
2017-06-26,661.25,675.0,661.0,663.75,3466.0,11821.0
2017-06-23,657.0,673.0,652.5,661.25,5837.0,14175.0
2017-06-22,648.25,657.75,640.0,656.25,5436.0,16944.0
2017-06-21,656.0,660.0,647.0,648.75,3633.0,17758.0
2017-06-20,653.5,657.0,640.0,656.25,6053.0,19161.0
2017-06-19,642.75,649.5,638.0,639.5,3985.0,20925.0
2017-06-16,632.0,645.0,631.0,642.75,6184.0,21363.0
2017-06-15,625.0,635.5,609.75,632.5,7700.0,21948.0
2017-06-14,627.0,645.75,623.25,627.5,8827.0,22780.0
2017-06-13,612.0,633.25,611.25,628.0,10224.0,24255.0
2017-06-12,603.5,606.0,591.25,600.5,6097.0,25062.0
2017-06-09,604.0,614.75,602.25,606.5,5633.0,26616.0
2017-06-08,594.75,617.75,594.5,604.25,9485.0,26978.0
2017-06-07,599.25,604.5,587.0,595.5,8545.0,28005.0
2017-06-06,591.25,604.0,591.25,598.75,10426.0,29170.0
2017-06-05,583.5,589.75,582.0,589.0,5046.0,28757.0
2017-06-02,577.25,590.0,577.25,583.75,9304.0,28903.0
2017-06-01,572.0,579.5,571.5,578.75,6629.0,27902.0
2017-05-31,570.0,574.0,569.0,572.0,4970.0,27136.0
2017-05-30,568.25,568.75,561.0,568.0,5218.0,26822.0
2017-05-26,562.0,570.0,561.0,568.75,4692.0,27935.0
2017-05-25,560.0,565.75,560.0,562.25,3591.0,28192.0
2017-05-24,554.25,561.75,553.75,561.0,3751.0,27923.0
2017-05-23,557.75,559.25,552.5,554.25,3161.0,28306.0
2017-05-22,555.0,561.25,554.25,559.25,3336.0,28790.0
2017-05-19,544.5,556.0,544.5,555.75,2868.0,29268.0
2017-05-18,541.0,545.75,539.25,544.75,3247.0,29522.0
2017-05-17,539.0,546.0,539.0,541.0,2540.0,29300.0
2017-05-16,538.75,544.0,537.5,539.75,3171.0,29410.0
2017-05-15,546.0,546.5,537.75,540.0,3141.0,30091.0
2017-05-12,548.5,549.75,545.75,546.5,2283.0,30132.0
2017-05-11,,539.0,530.25,539.0,0.0,0.0
2017-05-10,530.5,534.0,530.25,534.0,121.0,121.0
2017-05-09,,528.5,528.5,528.5,0.0,121.0
2017-05-08,,532.75,532.75,532.75,3.0,121.0
2017-05-05,,542.0,539.5,542.0,0.0,124.0
2017-05-04,541.0,541.25,535.0,535.0,27.0,124.0
2017-05-03,,548.25,543.0,548.25,8.0,148.0
2017-05-02,547.25,547.25,543.0,543.5,216.0,149.0
2017-05-01,547.0,554.5,547.0,549.75,26.0,174.0
2017-04-28,539.75,543.0,536.25,540.75,499.0,564.0
2017-04-27,536.5,545.0,536.5,540.0,3791.0,908.0
2017-04-26,533.75,540.25,533.5,537.75,6014.0,3024.0
2017-04-25,521.75,534.25,520.5,533.75,6414.0,6184.0
2017-04-24,526.5,531.0,520.0,521.5,5909.0,9653.0
2017-04-21,527.0,529.25,521.5,526.5,3494.0,11463.0
2017-04-20,535.75,537.25,526.5,527.0,3628.0,13568.0
2017-04-19,538.5,545.25,534.25,537.25,3859.0,14336.0
2017-04-18,528.75,539.5,528.75,539.25,3723.0,15322.0
2017-04-17,530.5,532.0,527.0,528.75,3865.0,15181.0
2017-04-13,528.0,533.0,528.0,530.25,3873.0,16747.0
2017-04-12,527.75,537.25,527.75,528.75,2677.0,17658.0
2017-04-11,519.25,528.0,515.25,527.75,5272.0,18573.0
2017-04-10,518.25,521.25,517.25,519.25,3836.0,19681.0
2017-04-07,522.25,523.75,517.25,518.25,3496.0,20905.0
2017-04-06,523.75,525.75,519.5,521.75,2930.0,21646.0
