Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2014-11-05,4135.5,4135.5,4135.5,4135.5,1.0,4135.5,0.0,0.0
2014-11-04,4136.5,4136.5,4136.5,4136.5,13.5,4136.5,0.0,0.0
2014-11-03,4150.0,4150.0,4150.0,4150.0,7.25,4150.0,0.0,0.0
2014-10-31,4142.75,4140.0,4142.75,4140.0,60.25,4142.75,0.0,0.0
2014-10-30,4082.5,4095.0,4082.5,4095.0,17.75,4082.5,0.0,0.0
2014-10-29,4064.75,4064.75,4064.75,4064.75,21.75,4064.75,0.0,0.0
2014-10-28,4086.5,4086.5,4086.5,4086.5,55.75,4086.5,0.0,0.0
2014-10-27,4030.75,4030.75,4030.75,4030.75,3.5,4030.75,0.0,0.0
2014-10-24,4027.25,4027.25,4027.25,4027.25,29.75,4027.25,0.0,0.0
2014-10-23,3997.5,3990.0,3997.5,3990.0,55.5,3997.5,670.0,0.0
2014-10-22,3942.0,3942.0,3942.0,3942.0,22.5,3942.0,0.0,0.0
2014-10-21,3964.5,3940.0,3964.5,3940.0,105.25,3964.5,0.0,0.0
2014-10-20,3859.25,3850.0,3859.25,3850.0,62.0,3859.25,0.0,0.0
2014-10-17,3797.25,3797.25,3797.25,3797.25,62.5,3797.25,0.0,0.0
2014-10-16,3734.75,3770.0,3734.75,3770.0,10.5,3734.75,0.0,0.0
2014-10-15,3745.25,3745.25,3745.25,3745.25,60.0,3745.25,0.0,0.0
2014-10-14,3805.25,3805.25,3805.25,3805.25,13.25,3805.25,0.0,0.0
2014-10-13,3792.0,3792.0,3840.0,3840.0,54.5,3792.0,0.0,0.0
2014-10-10,3846.5,3846.5,3846.5,3846.5,117.25,3846.5,0.0,0.0
2014-10-09,3963.75,3963.75,3963.75,3963.75,60.25,3963.75,0.0,0.0
2014-10-08,4024.0,4024.0,4024.0,4024.0,74.25,4024.0,0.0,0.0
2014-10-07,3949.75,3949.75,3978.0,3978.0,50.75,3949.75,0.0,0.0
2014-10-06,4000.5,4000.5,4000.5,4000.5,9.0,4000.5,0.0,0.0
2014-10-03,4009.5,3990.0,4009.5,3990.0,38.0,4009.5,0.0,0.0
2014-10-02,3971.5,3978.0,3940.0,3974.0,4.5,3971.5,0.0,0.0
2014-10-01,3976.0,3976.0,3965.0,3965.0,62.0,3976.0,0.0,0.0
2014-09-30,4038.0,4038.0,4038.0,4038.0,8.5,4038.0,0.0,0.0
2014-09-29,4029.5,4029.5,4029.5,4029.5,9.75,4029.5,0.0,0.0
2014-09-26,4039.25,4039.25,4039.25,4039.25,38.25,4039.25,0.0,0.0
2014-09-25,4001.0,4001.0,3995.0,3995.0,80.25,4001.0,0.0,0.0
2014-09-24,4081.25,4081.25,4081.25,4081.25,50.75,4081.25,0.0,0.0
2014-09-23,4030.5,4030.5,4030.5,4030.5,15.75,4030.5,0.0,0.0
2014-09-22,4046.25,4046.25,4054.0,4054.0,40.25,4046.25,0.0,0.0
2014-09-19,4100.75,4118.25,4077.0,4091.5,3.5,4086.5,0.0,0.0
2014-09-18,4068.0,4101.0,4061.5,4095.75,31.25,4096.5,187.0,3320.0
2014-09-17,4056.75,4084.0,4043.0,4065.5,7.0,4065.25,647.0,2717.0
2014-09-16,4026.25,4066.0,4007.0,4057.5,32.75,4058.25,961.0,2006.0
2014-09-15,4049.5,4068.25,4011.0,4024.5,36.5,4025.5,1004.0,1301.0
2014-09-12,4082.25,4086.75,4048.0,4061.0,21.5,4062.0,194.0,1097.0
2014-09-11,4070.0,4089.0,4052.0,4083.5,2.0,4083.5,553.0,535.0
2014-09-10,4058.0,4088.0,4050.0,4088.0,27.25,4085.5,120.0,449.0
2014-09-09,4081.0,4102.0,4051.0,4052.0,27.25,4058.25,225.0,245.0
2014-09-08,4089.5,4096.0,4070.0,4086.0,6.5,4085.5,34.0,232.0
2014-09-05,4060.0,4081.0,4048.0,4080.0,17.25,4079.0,30.0,216.0
2014-09-04,4072.5,4091.5,4051.0,4061.0,2.75,4061.75,20.0,205.0
2014-09-03,4097.0,4097.0,4058.5,4062.0,20.25,4064.5,52.0,186.0
2014-09-02,4087.0,4087.0,4074.0,4082.0,10.25,4084.75,107.0,81.0
2014-08-29,4074.5,4070.0,4074.5,4070.0,12.25,4074.5,0.0,81.0
2014-08-28,4060.0,4065.0,4060.0,4061.0,3.25,4062.25,1.0,81.0
2014-08-27,4065.5,4065.5,4065.5,4065.5,0.5,4065.5,0.0,81.0
2014-08-26,4065.0,4065.0,4065.0,4065.0,8.75,4065.0,0.0,81.0
2014-08-25,4056.25,4056.25,4056.25,4056.25,8.75,4056.25,0.0,81.0
2014-08-22,4047.5,4047.0,4047.5,4047.0,7.0,4047.5,2.0,81.0
2014-08-21,4040.5,4040.5,4040.5,4040.5,8.25,4040.5,1.0,81.0
2014-08-20,4025.0,4034.0,4025.0,4034.0,5.25,4032.25,2.0,79.0
2014-08-19,4027.0,4027.0,4027.0,4027.0,21.0,4027.0,0.0,79.0
2014-08-18,4004.25,4010.0,4004.25,4010.0,28.25,4006.0,81.0,14.0
2014-08-15,3952.5,3978.0,3947.0,3978.0,17.0,3977.75,12.0,14.0
2014-08-14,3960.75,3952.0,3960.75,3952.0,22.25,3960.75,0.0,14.0
2014-08-13,3922.0,3936.0,3922.0,3930.5,42.25,3938.5,5.0,11.0
2014-08-12,3888.0,3892.0,3881.0,3892.0,1.25,3896.25,2.0,9.0
2014-08-11,3904.0,3907.0,3895.0,3900.0,31.25,3897.5,10.0,1.0
2014-08-08,3866.25,3866.25,3866.25,3866.25,16.75,3866.25,0.0,1.0
2014-08-07,3849.5,3883.0,3845.0,3845.0,11.75,3849.5,0.0,1.0
2014-08-06,3861.25,3879.5,3861.25,3870.0,3.0,3861.25,0.0,1.0
2014-08-05,3864.25,3864.25,3868.0,3868.0,25.0,3864.25,0.0,1.0
2014-08-04,3889.25,3909.75,3862.0,3909.75,23.25,3889.25,0.0,1.0
2014-08-01,3866.0,3866.0,3866.0,3866.0,11.5,3866.0,0.0,1.0
2014-07-31,3877.5,3877.5,3900.0,3900.0,83.5,3877.5,0.0,1.0
2014-07-30,3961.0,3960.0,3961.0,3960.0,16.25,3961.0,0.0,1.0
2014-07-29,3944.75,3966.0,3950.0,3950.0,7.75,3944.75,0.0,1.0
2014-07-28,3952.5,3962.0,3952.5,3962.0,4.25,3952.5,0.0,1.0
2014-07-25,3948.25,3948.25,3948.25,3948.25,16.0,3948.25,0.0,1.0
2014-07-24,3964.25,3974.0,3961.0,3961.0,3.75,3964.25,0.0,1.0
2014-07-23,3968.0,3968.0,3968.0,3968.0,25.0,3968.0,0.0,1.0
2014-07-22,3943.0,3948.0,3943.0,3948.0,24.75,3943.0,0.0,1.0
2014-07-21,3918.25,3918.25,3918.25,3918.25,4.5,3918.25,0.0,1.0
2014-07-18,3922.75,3925.0,3922.75,3925.0,54.0,3922.75,0.0,1.0
2014-07-17,3868.75,3868.75,3860.0,3867.0,46.25,3868.75,0.0,1.0
2014-07-16,3915.0,3920.0,3915.0,3920.0,9.75,3915.0,0.0,1.0
2014-07-15,3905.25,3905.25,3905.25,3905.25,6.75,3905.25,0.0,1.0
2014-07-14,3912.0,3912.0,3912.0,3912.0,22.0,3912.0,0.0,1.0
2014-07-11,3890.0,3890.0,3890.0,3890.0,23.75,3890.0,0.0,1.0
2014-07-10,3866.25,3866.25,3850.0,3865.0,11.75,3866.25,0.0,1.0
2014-07-09,3878.0,3877.0,3878.0,3877.0,22.25,3878.0,0.0,1.0
2014-07-08,3855.75,3855.75,3855.75,3855.75,41.0,3855.75,0.0,1.0
2014-07-07,3896.75,3896.75,3892.0,3892.0,11.75,3896.75,0.0,1.0
2014-07-03,3908.5,3906.0,3908.5,3906.0,25.75,3908.5,0.0,1.0
2014-07-02,3882.75,3881.0,3882.75,3881.0,5.25,3882.75,0.0,1.0
2014-07-01,3877.5,3890.0,3877.5,3890.0,44.0,3877.5,0.0,1.0
2014-06-30,3833.5,3840.0,3833.5,3840.0,9.25,3833.5,0.0,1.0
2014-06-27,3824.25,3824.25,3824.25,3824.25,13.75,3824.25,0.0,1.0
2014-06-26,3810.5,3810.5,3810.5,3810.5,2.5,3810.5,0.0,1.0
2014-06-25,3808.0,3810.0,3808.0,3810.0,20.0,3808.0,0.0,1.0
2014-06-24,3788.0,3788.0,3780.0,3780.0,,3788.0,0.0,1.0
2014-06-23,3788.0,3788.0,3788.0,3788.0,0.75,3788.0,0.0,1.0
2014-06-20,3785.0,3799.0,3785.0,3793.0,4.5,3787.25,0.0,1.0
2014-06-19,3796.5,3803.0,3776.0,3788.0,6.75,3789.0,474.0,2699.0
2014-06-18,3774.5,3801.0,3759.0,3795.5,23.5,3795.75,962.0,1782.0
2014-06-17,3775.0,3785.0,3762.0,3771.5,0.25,3772.25,443.0,1544.0
2014-06-16,3768.0,3783.0,3750.5,3772.5,3.5,3772.5,630.0,966.0
2014-06-13,3767.5,3777.0,3755.5,3770.0,4.5,3769.0,223.0,863.0
2014-06-12,3784.0,3787.0,3745.0,3764.5,27.0,3764.5,212.0,702.0
2014-06-11,3780.5,3796.5,3777.0,3791.0,2.0,3791.5,240.0,535.0
2014-06-10,3784.0,3794.0,3782.0,3794.0,7.0,3793.5,257.0,304.0
2014-06-09,3788.5,3794.0,3778.0,3788.0,4.25,3786.5,10.0,297.0
2014-06-06,3778.5,3788.0,3776.0,3788.0,21.75,3790.75,4.0,297.0
2014-06-05,3746.0,3773.0,3730.0,3770.0,33.25,3769.0,29.0,278.0
2014-06-04,3734.0,3740.0,3722.0,3740.0,12.25,3735.75,5.0,274.0
2014-06-03,3723.5,3723.5,3723.5,3723.5,3.25,3723.5,0.0,274.0
2014-06-02,3720.25,3720.25,3720.0,3722.0,7.75,3720.25,2.0,276.0
2014-05-30,3731.0,3732.5,3715.0,3725.0,0.25,3728.0,4.0,274.0
2014-05-29,3713.0,3729.5,3713.0,3729.5,19.25,3728.25,97.0,183.0
2014-05-28,3709.0,3709.0,3709.0,3709.0,5.25,3709.0,0.0,183.0
2014-05-27,3714.25,3710.0,3714.25,3710.0,46.25,3714.25,0.0,183.0
2014-05-23,3668.0,3651.0,3668.0,3651.0,27.0,3668.0,0.0,183.0
2014-05-22,3641.0,3639.0,3641.0,3639.0,14.5,3641.0,40.0,183.0
2014-05-21,3626.5,3617.0,3626.5,3617.0,36.75,3626.5,128.0,75.0
2014-05-20,3600.0,3610.0,3591.0,3591.0,16.75,3589.75,3.0,75.0
2014-05-19,3606.5,3605.0,3606.5,3605.0,30.5,3606.5,0.0,75.0
2014-05-16,3576.0,3578.25,3576.0,3578.25,19.5,3576.0,3.0,75.0
2014-05-15,3556.5,3556.5,3544.0,3558.0,33.0,3556.5,0.0,75.0
2014-05-14,3589.5,3608.0,3580.0,3580.0,12.5,3589.5,0.0,75.0
2014-05-13,3602.0,3602.0,3602.0,3602.0,1.0,3602.0,0.0,75.0
2014-05-12,3601.0,3600.0,3601.0,3600.0,60.0,3601.0,75.0,0.0
2014-05-09,3541.0,3540.5,3520.0,3540.0,10.25,3541.0,0.0,0.0
2014-05-08,3530.75,3560.0,3520.0,3530.0,3.0,3530.75,0.0,0.0
2014-05-07,3533.75,3533.75,3510.0,3530.0,10.25,3533.75,0.0,0.0
2014-05-06,3544.0,3544.0,3542.0,3542.0,39.75,3544.0,0.0,0.0
2014-05-05,3583.75,3590.0,3583.75,3590.0,11.5,3583.75,0.0,0.0
2014-05-02,3572.25,3572.25,3572.25,3572.25,7.5,3572.25,0.0,0.0
2014-05-01,3579.75,3580.0,3579.75,3580.0,13.25,3579.75,0.0,0.0
2014-04-30,3566.5,3565.0,3566.5,3565.0,9.75,3566.5,0.0,0.0
2014-04-29,3556.75,3564.0,3556.75,3564.0,22.75,3556.75,0.0,0.0
2014-04-28,3534.0,3550.0,3475.0,3535.0,10.25,3534.0,0.0,0.0
2014-04-25,3523.75,3523.75,3523.75,3523.75,54.0,3523.75,0.0,0.0
2014-04-24,3577.75,3577.75,3577.75,3577.75,30.5,3577.75,0.0,0.0
2014-04-23,3547.25,3547.25,3547.25,3547.25,30.5,3547.25,0.0,0.0
2014-04-22,3577.75,3574.0,3577.75,3574.0,33.75,3577.75,0.0,0.0
2014-04-21,3544.0,3540.0,3544.0,3540.0,28.0,3544.0,0.0,0.0
2014-04-17,3516.0,3530.25,3516.0,3530.25,21.5,3516.0,0.0,0.0
2014-04-16,3494.5,3510.0,3494.5,3510.0,10.25,3494.5,0.0,0.0
2014-04-15,3484.25,3485.0,3460.0,3475.0,21.0,3484.25,0.0,0.0
2014-04-14,3463.25,3463.25,3463.25,3463.25,26.25,3463.25,0.0,0.0
2014-04-11,3437.0,3437.0,3437.0,3437.0,36.0,3437.0,0.0,0.0
2014-04-10,3473.0,3473.0,3470.0,3475.0,111.0,3473.0,0.0,0.0
2014-04-09,3584.0,3584.0,3584.0,3584.0,62.0,3584.0,0.0,0.0
2014-04-08,3522.0,3522.0,3522.0,3522.0,29.25,3522.0,0.0,0.0
2014-04-07,3492.75,3492.75,3500.0,3500.0,38.5,3492.75,0.0,0.0
2014-04-04,3531.25,3531.25,3531.25,3531.25,93.0,3531.25,0.0,0.0
2014-04-03,3624.25,3624.25,3624.25,3624.25,26.5,3624.25,0.0,0.0
2014-04-02,3650.75,3650.75,3650.75,3650.75,8.0,3650.75,0.0,0.0
2014-04-01,3642.75,3642.75,3642.75,3642.75,64.0,3642.75,0.0,0.0
2014-03-31,3578.75,3578.75,3578.75,3578.75,23.0,3578.75,0.0,0.0
2014-03-28,3555.75,3555.75,3555.75,3555.75,8.5,3555.75,0.0,0.0
2014-03-27,3547.25,3547.25,3547.25,3547.25,18.5,3547.25,0.0,0.0
2014-03-26,3565.75,3565.75,3568.0,3568.0,50.75,3565.75,0.0,0.0
2014-03-25,3616.5,3635.0,3590.0,3615.0,12.25,3616.5,0.0,0.0
2014-03-24,3604.25,3604.25,3600.0,3600.0,27.75,3604.25,0.0,0.0
2014-03-21,3688.25,3710.0,3633.5,3638.5,52.75,3632.0,0.0,0.0
2014-03-20,3675.5,3697.0,3658.0,3690.0,17.25,3691.5,74.0,6428.0
2014-03-19,3694.5,3704.75,3655.0,3674.5,20.75,3674.25,917.0,5669.0
2014-03-18,3655.5,3702.0,3640.25,3694.0,43.5,3695.0,2291.0,3972.0
2014-03-17,3615.5,3671.0,3602.5,3650.0,30.5,3651.5,678.0,3464.0
2014-03-14,3653.5,3653.75,3618.5,3621.0,23.5,3621.0,920.0,2631.0
2014-03-13,3646.75,3714.0,3632.0,3645.0,55.25,3644.5,1682.0,1342.0
2014-03-12,3675.0,3701.0,3657.0,3701.0,18.25,3699.75,357.0,1024.0
2014-03-11,3700.0,3717.0,3676.0,3681.5,19.0,3681.5,37.0,826.0
2014-03-07,3697.25,3725.0,3680.0,3685.0,17.75,3697.25,15.0,622.0
2014-03-06,3715.0,3715.0,3710.0,3714.0,6.25,3715.0,34.0,588.0
2014-03-04,3710.0,3715.0,3710.0,3710.0,48.25,3710.0,5.0,541.0
2014-03-03,3669.0,3669.0,3635.0,3650.0,26.25,3661.75,1.0,552.0
2014-02-28,3708.5,3710.0,3660.0,3690.0,6.25,3688.0,1173.0,234.0
2014-02-27,3666.0,3696.0,3666.0,3688.0,28.0,3694.25,2.0,232.0
2014-02-26,3666.25,3690.0,3658.0,3668.0,15.0,3666.25,0.0,232.0
2014-02-25,3681.25,3681.25,3681.25,3681.25,0.5,3681.25,0.0,232.0
2014-02-24,3680.75,3690.0,3680.75,3690.0,23.5,3680.75,50.0,182.0
2014-02-21,3657.25,3675.0,3657.25,3675.0,7.0,3657.25,30.0,182.0
2014-02-20,3642.0,3666.0,3642.0,3664.0,17.25,3664.25,101.0,83.0
2014-02-19,3647.0,3647.0,3647.0,3647.0,20.5,3647.0,0.0,90.0
2014-02-18,3667.5,3667.5,3667.5,3667.5,14.25,3667.5,250.0,3.0
2014-02-17,3653.25,3653.25,3653.25,3653.25,,3653.25,,
2014-02-14,3653.25,3653.25,3653.25,3653.25,,3653.25,,
2014-02-13,3643.25,3644.0,3595.0,3643.25,,3643.25,,
2014-02-12,3616.75,3616.75,3616.75,3616.75,,3616.75,,
2014-02-11,3605.0,3608.0,3605.0,3605.0,,3605.0,,
2014-02-10,3569.75,3569.75,3569.75,3569.75,,3569.75,,
2014-02-07,3550.0,3546.5,3550.0,3550.0,,3550.0,,
2014-02-06,3479.5,3479.5,3479.5,3479.5,,3479.5,,
2014-02-05,3437.75,3445.0,3438.0,3437.75,,3437.75,,
2014-02-04,3444.25,3444.25,3444.25,3444.25,,3444.25,,
2014-02-03,3422.5,3422.5,3425.0,3422.5,,3422.5,,
2014-01-31,3506.5,3506.5,3506.5,3506.5,,3506.5,,
2014-01-30,3494.25,3495.0,3494.25,3494.25,,3494.25,,
2014-01-29,3465.5,3465.5,3465.5,3465.5,,3465.5,,
2014-01-28,3493.5,3493.5,3493.5,3493.5,,3493.5,,
2014-01-27,3495.5,3495.5,3495.5,3495.5,,3495.5,,
2014-01-24,3524.75,3524.75,3527.0,3524.75,,3524.75,,
2014-01-23,3606.25,3590.0,3581.0,3606.25,,3606.25,,
2014-01-22,3613.5,3613.5,3613.5,3613.5,,3613.5,,
2014-01-21,3602.25,3599.0,3602.25,3602.25,,3602.25,,
2014-01-20,3577.5,3577.5,3577.5,3577.5,,3577.5,,
2014-01-17,3577.5,3577.5,3577.5,3577.5,,3577.5,,
2014-01-16,3588.5,3588.5,3588.5,3588.5,,3588.5,,
2014-01-15,3591.25,3598.0,3591.25,3591.25,,3591.25,,
2014-01-14,3566.75,3566.75,3566.75,3566.75,,3566.75,,
2014-01-13,3502.25,3502.25,3490.0,3502.25,,3502.25,,
2014-01-10,3554.25,3553.0,3527.0,3554.25,,3554.25,,
2014-01-09,3540.5,3562.0,3535.0,3540.5,,3540.5,,
2014-01-08,3557.25,3560.0,3557.25,3557.25,,3557.25,,
2014-01-07,3541.5,3547.0,3511.0,3541.5,,3541.5,,
2014-01-06,3511.0,3511.0,3510.0,3511.0,,3511.0,,
2014-01-03,3524.5,3524.5,3530.0,3524.5,,3524.5,,
2013-12-30,3558.75,3558.75,3558.75,3558.75,,3558.75,,
2013-12-27,3563.25,3563.25,3563.25,3563.25,,3563.25,,
2013-12-26,3575.0,3575.0,3575.0,3575.0,,3575.0,,
2013-12-25,3563.0,3563.0,3563.0,3563.0,,3563.0,,
2013-12-24,3563.0,3563.0,3563.0,3563.0,,3563.0,,
2013-12-23,3558.0,3560.0,3558.0,3558.0,,3558.0,,
