Date,Open,Bid,Ask,Last Traded,High,Low,Volume,Prev. Day Settlement Price,Net Change,Prev. Day Open Interest
2018-08-16,26743.0,,,,27290.0,26723.0,3283.0,26961.0,-194.0,17363.0
2018-08-15,27582.0,,,,27582.0,27090.0,890.0,27155.0,-409.0,17173.0
2018-08-14,27798.0,,,,27811.0,27362.0,956.0,27564.0,-230.0,17045.0
2018-08-13,27885.0,,,,27920.0,27635.0,877.0,27794.0,-345.0,17067.0
2018-08-10,28420.0,,,,28503.0,28120.0,917.0,28139.0,-325.0,17767.0
2018-08-09,28085.0,,,,28588.0,28021.0,6837.0,28464.0,308.0,14884.0
2018-08-08,28222.0,,,,28288.0,28077.0,1861.0,28156.0,23.0,15218.0
2018-08-07,27712.0,,,,28155.0,27700.0,2109.0,28133.0,478.0,14803.0
2018-08-06,27713.0,,,,27940.0,27560.0,806.0,27655.0,116.0,14738.0
2018-08-03,27665.0,,,,27666.0,27472.0,1001.0,27539.0,2.0,14185.0
2018-08-02,28111.0,,,,28111.0,27444.0,3063.0,27537.0,-691.0,14325.0
2018-08-01,28598.0,,,,28650.0,28100.0,2962.0,28228.0,-141.0,12451.0
2018-07-31,28545.0,,,,28575.0,28360.0,2995.0,28369.0,-219.0,11062.0
2018-07-30,28580.0,,,,28821.0,28517.0,155271.0,28676.0,-43.0,90393.0
2018-07-27,28700.0,,,,28810.0,28559.0,82994.0,28719.0,6.0,68731.0
2018-07-26,29042.0,,,,29091.0,28592.0,64632.0,28713.0,-176.0,35582.0
2018-07-25,28800.0,,,,28950.0,28730.0,42657.0,28889.0,268.0,11077.0
2018-07-24,28251.0,,,,28692.0,28200.0,7481.0,28621.0,431.0,6393.0
2018-07-23,28146.0,,,,28338.0,28048.0,2919.0,28190.0,-20.0,5341.0
2018-07-20,28015.0,,,,28272.0,27713.0,2091.0,28210.0,196.0,4801.0
2018-07-19,28199.0,,,,28291.0,27940.0,971.0,28014.0,-46.0,4283.0
2018-07-18,28380.0,,,,28380.0,27995.0,2755.0,28060.0,-109.0,3021.0
2018-07-17,28360.0,,,,28427.0,28100.0,914.0,28169.0,-312.0,2665.0
2018-07-16,28591.0,,,,28668.0,28288.0,471.0,28481.0,-55.0,2442.0
2018-07-13,28717.0,,,,28728.0,28465.0,1114.0,28536.0,77.0,1606.0
2018-07-12,28286.0,,,,28573.0,28138.0,372.0,28459.0,203.0,1418.0
2018-07-11,28138.0,,,,28320.0,27881.0,418.0,28256.0,-368.0,1266.0
2018-07-10,28879.0,,,,28981.0,28580.0,253.0,28624.0,-74.0,1196.0
2018-07-09,28500.0,,,,28810.0,28500.0,451.0,28698.0,511.0,1109.0
2018-07-06,28084.0,,,,28444.0,27848.0,904.0,28187.0,35.0,689.0
2018-07-05,28042.0,,,,28230.0,27761.0,430.0,28152.0,131.0,517.0
2018-07-04,28227.0,,,,28400.0,27916.0,111.0,28021.0,-275.0,452.0
2018-07-03,28300.0,,,,28387.0,27763.0,455.0,28296.0,-408.0,148.0
2018-06-29,28300.0,,,,28725.0,28298.0,311.0,28704.0,,148.0
2018-06-28,28200.0,,,,28389.0,27964.0,229419.0,28263.0,99.0,99658.0
2018-06-27,28812.0,,,,28863.0,28076.0,141444.0,28164.0,-595.0,74052.0
2018-06-26,28734.0,,,,28845.0,28290.0,88089.0,28759.0,9.0,39292.0
2018-06-25,29243.0,,,,29262.0,28682.0,49509.0,28750.0,-395.0,11535.0
2018-06-22,28816.0,,,,29238.0,28816.0,4683.0,29145.0,40.0,6685.0
2018-06-21,29530.0,,,,29673.0,29049.0,4225.0,29105.0,-375.0,6685.0
2018-06-20,29233.0,,,,29781.0,29160.0,2982.0,29480.0,301.0,4808.0
2018-06-19,29702.0,,,,29734.0,29078.0,3249.0,29179.0,-894.0,3530.0
2018-06-15,30230.0,,,,30284.0,30039.0,499.0,30073.0,-154.0,3565.0
2018-06-14,30480.0,,,,30549.0,30101.0,1518.0,30227.0,-336.0,2830.0
2018-06-13,30797.0,,,,30809.0,30457.0,498.0,30563.0,-294.0,2772.0
2018-06-12,30820.0,,,,31034.0,30699.0,641.0,30857.0,-4.0,2562.0
2018-06-11,30900.0,,,,30925.0,30653.0,405.0,30861.0,202.0,2486.0
2018-06-08,31209.0,,,,31209.0,30617.0,870.0,30659.0,-692.0,2194.0
2018-06-07,31234.0,,,,31350.0,31130.0,600.0,31351.0,337.0,1915.0
2018-06-06,30874.0,,,,31085.0,30869.0,668.0,31014.0,143.0,1515.0
2018-06-05,30630.0,,,,30959.0,30625.0,608.0,30871.0,162.0,1302.0
2018-06-04,30464.0,,,,30750.0,30464.0,455.0,30709.0,506.0,1136.0
2018-06-01,30188.0,,,,30271.0,30095.0,848.0,30203.0,-113.0,229.0
2018-05-31,29828.0,,,,30269.0,29820.0,337.0,30316.0,,229.0
2018-05-30,30055.0,,,,30109.0,29794.0,179754.0,29864.0,-448.0,103654.0
2018-05-29,30530.0,,,,30604.0,30308.0,106406.0,30312.0,-343.0,79456.0
2018-05-28,30634.0,,,,30750.0,30409.0,65740.0,30655.0,125.0,48232.0
2018-05-25,30540.0,,,,30639.0,30384.0,45059.0,30530.0,-59.0,20502.0
2018-05-24,30536.0,,,,30648.0,30398.0,7966.0,30589.0,164.0,17424.0
2018-05-23,31016.0,,,,31025.0,30410.0,3656.0,30425.0,-690.0,16590.0
2018-05-21,31000.0,,,,31290.0,30980.0,1752.0,31115.0,331.0,16168.0
2018-05-18,30793.0,,,,30960.0,30680.0,906.0,30784.0,8.0,15740.0
2018-05-17,31106.0,,,,31206.0,30716.0,1400.0,30776.0,-53.0,15409.0
2018-05-16,30760.0,,,,30969.0,30550.0,1554.0,30829.0,-54.0,15144.0
2018-05-15,31354.0,,,,31354.0,30865.0,3118.0,30883.0,-469.0,14405.0
2018-05-14,31163.0,,,,31360.0,31157.0,3666.0,31352.0,365.0,11858.0
2018-05-11,30834.0,,,,31034.0,30760.0,1913.0,30987.0,419.0,11524.0
2018-05-10,30375.0,,,,30583.0,30375.0,1463.0,30568.0,262.0,11245.0
2018-05-09,30093.0,,,,30306.0,30051.0,372.0,30306.0,218.0,11252.0
2018-05-08,29717.0,,,,30130.0,29717.0,557.0,30088.0,439.0,10974.0
2018-05-07,29855.0,,,,29857.0,29472.0,564.0,29649.0,-17.0,11016.0
2018-05-04,29921.0,,,,30040.0,29540.0,569.0,29666.0,-280.0,11073.0
2018-05-03,30201.0,,,,30201.0,29795.0,427.0,29946.0,-506.0,11128.0
2018-05-02,30370.0,,,,30540.0,30289.0,658.0,30452.0,-107.0,11000.0
2018-04-30,30120.0,,,,30611.0,30120.0,333.0,30559.0,610.0,10966.0
2018-04-27,30120.0,,,,30151.0,29860.0,195300.0,30063.0,191.0,104419.0
2018-04-26,30173.0,,,,30291.0,29669.0,123713.0,29872.0,-146.0,81398.0
2018-04-25,30315.0,,,,30358.0,30018.0,66750.0,30018.0,-462.0,54987.0
2018-04-24,30177.0,,,,30541.0,30097.0,54415.0,30480.0,404.0,17854.0
2018-04-23,30185.0,,,,30313.0,29986.0,14969.0,30076.0,-121.0,8288.0
2018-04-20,30452.0,,,,30713.0,30157.0,4583.0,30197.0,-394.0,5289.0
2018-04-19,30301.0,,,,30621.0,30293.0,2636.0,30591.0,449.0,3688.0
2018-04-18,30243.0,,,,30300.0,29786.0,894.0,30142.0,262.0,3601.0
2018-04-17,30191.0,,,,30350.0,29820.0,1848.0,29880.0,-133.0,3067.0
2018-04-16,30724.0,,,,30728.0,29997.0,881.0,30013.0,-678.0,2628.0
2018-04-13,30867.0,,,,30879.0,30541.0,560.0,30691.0,95.0,2231.0
2018-04-12,30903.0,,,,30970.0,30440.0,759.0,30596.0,-120.0,1883.0
2018-04-11,30627.0,,,,30824.0,30516.0,403.0,30716.0,131.0,1721.0
2018-04-10,29988.0,,,,30632.0,29980.0,1364.0,30585.0,484.0,1031.0
2018-04-09,29874.0,,,,30318.0,29757.0,342.0,30101.0,444.0,907.0
2018-04-06,29529.0,,,,29780.0,29385.0,474.0,29657.0,439.0,837.0
2018-04-04,30012.0,,,,30128.0,29178.0,736.0,29218.0,-764.0,467.0
2018-04-03,29730.0,,,,30111.0,29589.0,382.0,29982.0,117.0,407.0
2018-03-29,29848.0,,,,30008.0,29579.0,1794.0,29865.0,,407.0
2018-03-28,30402.0,,,,30597.0,29925.0,174700.0,29956.0,-797.0,107174.0
2018-03-27,30880.0,,,,30930.0,30700.0,94826.0,30753.0,240.0,72438.0
2018-03-26,29920.0,,,,30558.0,29916.0,72324.0,30513.0,382.0,30015.0
2018-03-23,30000.0,,,,30305.0,29836.0,30786.0,30131.0,-895.0,11811.0
2018-03-22,31488.0,,,,31680.0,30965.0,7231.0,31026.0,-300.0,7980.0
2018-03-21,31671.0,,,,31972.0,31310.0,2668.0,31326.0,-191.0,6994.0
2018-03-20,31290.0,,,,31555.0,31130.0,2318.0,31517.0,138.0,6380.0
2018-03-19,31500.0,,,,31650.0,31190.0,1024.0,31379.0,-47.0,6210.0
2018-03-16,31380.0,,,,31556.0,31288.0,1263.0,31426.0,-115.0,5768.0
2018-03-15,31175.0,,,,31612.0,31063.0,712.0,31541.0,80.0,5692.0
2018-03-14,31300.0,,,,31486.0,31124.0,1044.0,31461.0,-140.0,5322.0
2018-03-13,31583.0,,,,31708.0,31500.0,921.0,31601.0,0.0,4820.0
2018-03-12,31440.0,,,,31644.0,31355.0,1005.0,31601.0,602.0,4275.0
2018-03-09,30836.0,,,,31040.0,30831.0,1811.0,30999.0,334.0,2581.0
2018-03-08,30505.0,,,,30739.0,30430.0,1027.0,30665.0,461.0,1902.0
2018-03-07,30209.0,,,,30600.0,30075.0,322.0,30204.0,-280.0,1833.0
2018-03-06,30419.0,,,,30580.0,30125.0,683.0,30484.0,562.0,1484.0
2018-03-05,30413.0,,,,30649.0,29800.0,1151.0,29922.0,-621.0,1309.0
2018-03-02,30600.0,,,,30626.0,30430.0,1181.0,30543.0,-484.0,812.0
2018-03-01,30530.0,,,,31061.0,30367.0,910.0,31027.0,280.0,415.0
2018-02-28,31031.0,,,,31031.0,30692.0,844.0,30747.0,,415.0
2018-02-27,31772.0,,,,31786.0,31102.0,147220.0,31401.0,-111.0,99362.0
2018-02-26,31466.0,,,,31546.0,31268.0,91281.0,31512.0,347.0,75019.0
2018-02-23,31201.0,,,,31362.0,31102.0,79571.0,31165.0,228.0,43392.0
2018-02-22,31240.0,,,,31240.0,30875.0,38686.0,30937.0,-417.0,24343.0
2018-02-21,30870.0,,,,31375.0,30811.0,11316.0,31354.0,614.0,19514.0
2018-02-20,31208.0,,,,31258.0,30607.0,6128.0,30740.0,-218.0,18756.0
2018-02-15,30653.0,,,,31028.0,30653.0,5409.0,30958.0,654.0,17314.0
2018-02-14,29883.0,,,,30580.0,29851.0,4305.0,30304.0,618.0,16654.0
2018-02-13,29658.0,,,,30083.0,29620.0,3384.0,29686.0,272.0,15373.0
2018-02-12,29585.0,,,,29699.0,29349.0,1498.0,29414.0,93.0,15316.0
2018-02-09,29511.0,,,,29613.0,29064.0,2811.0,29321.0,-1043.0,15040.0
2018-02-08,30388.0,,,,30640.0,30168.0,1485.0,30364.0,184.0,14803.0
2018-02-07,31174.0,,,,31361.0,30066.0,2550.0,30180.0,-521.0,14434.0
2018-02-06,30889.0,,,,31202.0,30488.0,2426.0,30701.0,-1341.0,14728.0
2018-02-05,31786.0,,,,32310.0,31666.0,2046.0,32042.0,-472.0,13936.0
2018-02-02,32532.0,,,,32740.0,32275.0,1173.0,32514.0,-144.0,13210.0
2018-02-01,32820.0,,,,32980.0,32575.0,1357.0,32658.0,-190.0,13139.0
2018-01-31,32400.0,,,,32930.0,32300.0,1501.0,32848.0,190.0,12967.0
2018-01-30,32750.0,,,,32972.0,32439.0,188101.0,32655.0,-205.0,125006.0
2018-01-29,33285.0,,,,33484.0,32815.0,126681.0,32860.0,-265.0,94634.0
2018-01-26,32848.0,,,,33169.0,32766.0,82052.0,33125.0,483.0,51714.0
2018-01-25,32924.0,,,,32980.0,32583.0,49122.0,32642.0,-217.0,23423.0
2018-01-24,32813.0,,,,32962.0,32700.0,13783.0,32859.0,-12.0,16723.0
2018-01-23,32512.0,,,,32887.0,32477.0,7923.0,32871.0,561.0,13147.0
2018-01-22,32288.0,,,,32338.0,31988.0,3994.0,32310.0,125.0,11322.0
2018-01-19,32000.0,,,,32201.0,31950.0,2607.0,32185.0,174.0,10770.0
2018-01-18,32160.0,,,,32160.0,31800.0,3326.0,32011.0,94.0,8575.0
2018-01-17,31665.0,,,,31952.0,31640.0,3947.0,31917.0,49.0,7596.0
2018-01-16,31370.0,,,,31903.0,31338.0,3827.0,31868.0,593.0,5299.0
2018-01-15,31655.0,,,,31676.0,31247.0,2766.0,31275.0,-80.0,4096.0
2018-01-12,31201.0,,,,31355.0,31151.0,1299.0,31355.0,305.0,3485.0
2018-01-11,31030.0,,,,31079.0,30940.0,1616.0,31050.0,31.0,2808.0
2018-01-10,30922.0,,,,31220.0,30912.0,1543.0,31019.0,74.0,2539.0
2018-01-09,30900.0,,,,31018.0,30798.0,1416.0,30945.0,152.0,1743.0
2018-01-08,30880.0,,,,30885.0,30706.0,745.0,30793.0,67.0,1433.0
2018-01-05,30845.0,,,,30856.0,30660.0,610.0,30726.0,13.0,1137.0
2018-01-04,30690.0,,,,30750.0,30553.0,536.0,30713.0,139.0,908.0
2018-01-03,30535.0,,,,30702.0,30475.0,974.0,30574.0,80.0,715.0
2018-01-02,29979.0,,,,30500.0,29979.0,727.0,30494.0,585.0,155.0
2017-12-29,29808.0,,,,29979.0,29808.0,273.0,29909.0,,155.0
2017-12-28,29758.0,,,,29961.0,29730.0,88560.0,29940.0,221.0,125924.0
2017-12-27,29741.0,,,,29779.0,29592.0,71590.0,29719.0,61.0,95010.0
2017-12-22,29560.0,,,,29668.0,29478.0,88447.0,29658.0,250.0,41662.0
2017-12-21,29277.0,,,,29497.0,29185.0,47003.0,29408.0,68.0,15555.0
2017-12-20,29124.0,,,,29382.0,29124.0,9597.0,29340.0,48.0,10794.0
2017-12-19,29207.0,,,,29421.0,29200.0,5490.0,29292.0,120.0,8684.0
2017-12-18,29012.0,,,,29198.0,28894.0,1425.0,29172.0,340.0,7895.0
2017-12-15,29100.0,,,,29100.0,28780.0,923.0,28832.0,-407.0,7624.0
2017-12-14,29401.0,,,,29480.0,29094.0,1182.0,29239.0,-26.0,7285.0
2017-12-13,28834.0,,,,29350.0,28785.0,1203.0,29265.0,427.0,6392.0
2017-12-12,29013.0,,,,29070.0,28779.0,548.0,28838.0,-115.0,6113.0
2017-12-11,28670.0,,,,29012.0,28646.0,926.0,28953.0,290.0,5680.0
2017-12-08,28430.0,,,,28750.0,28399.0,1458.0,28663.0,301.0,5242.0
2017-12-07,28444.0,,,,28515.0,28198.0,848.0,28362.0,113.0,4835.0
2017-12-06,28900.0,,,,29010.0,28218.0,850.0,28249.0,-686.0,4315.0
2017-12-05,28952.0,,,,29186.0,28935.0,438.0,28935.0,-297.0,4059.0
2017-12-01,29395.0,,,,29415.0,29099.0,1593.0,29161.0,-197.0,2386.0
2017-11-30,29430.0,29246.0,29400.0,29325.0,29442.0,29185.0,3290.0,29701.0,-376.0,
2017-11-29,29864.0,29662.0,29673.0,29667.0,29880.0,29593.0,145519.0,29699.0,-32.0,137449.0
2017-11-28,29750.0,,,,29750.0,29412.0,109222.0,29699.0,-103.0,103163.0
2017-11-27,29997.0,,,,29997.0,29676.0,84694.0,29802.0,-137.0,61890.0
2017-11-24,29880.0,29890.0,29960.0,29939.0,29986.0,29766.0,50796.0,29856.0,83.0,40341.0
2017-11-23,30077.0,29827.0,29875.0,29860.0,30194.0,29633.0,18585.0,30068.0,-208.0,32217.0
2017-11-22,30055.0,29962.0,30114.0,30068.0,30228.0,29959.0,7793.0,30068.0,200.0,28961.0
2017-11-21,29355.0,29803.0,29870.0,29868.0,29868.0,29305.0,4759.0,29216.0,652.0,27259.0
2017-11-20,29166.0,29200.0,29236.0,29216.0,29254.0,29094.0,2176.0,29216.0,0.0,27139.0
2017-11-17,29247.0,29200.0,29220.0,29216.0,29325.0,29165.0,1803.0,29076.0,140.0,26997.0
2017-11-16,28969.0,29022.0,29124.0,29061.0,29104.0,28910.0,731.0,28915.0,146.0,27028.0
2017-11-15,29110.0,28868.0,28919.0,28907.0,29110.0,28894.0,1748.0,29195.0,-288.0,26567.0
2017-11-14,29244.0,29177.0,29204.0,29189.0,29287.0,29153.0,1402.0,29205.0,-16.0,26346.0
2017-11-10,29062.0,29050.0,29114.0,29090.0,29190.0,29022.0,1069.0,29148.0,-58.0,25992.0
2017-11-09,28992.0,29033.0,29205.0,29150.0,29185.0,28979.0,1286.0,28971.0,179.0,25878.0
2017-11-08,28880.0,28902.0,29009.0,28971.0,29143.0,28880.0,1407.0,28994.0,-23.0,25849.0
2017-11-03,28592.0,28598.0,28600.0,28600.0,28628.0,28530.0,971.0,28565.0,35.0,25635.0
2017-11-02,28550.0,28536.0,28538.0,28531.0,28628.0,28472.0,883.0,28594.0,-63.0,25622.0
2017-11-01,28363.0,28627.0,28630.0,28635.0,28635.0,28304.0,1197.0,28220.0,415.0,25495.0
2017-10-31,28249.0,28301.0,28304.0,28294.0,28354.0,28183.0,344.0,28306.0,-12.0,25454.0
2017-10-30,28555.0,28343.0,28345.0,28345.0,28628.0,28307.0,116976.0,28427.0,-82.0,124626.0
2017-10-27,28314.0,28408.0,28410.0,28409.0,28485.0,28280.0,74264.0,28265.0,144.0,100637.0
2017-10-26,28114.0,28221.0,28222.0,28220.0,28280.0,28071.0,56294.0,28283.0,-63.0,67654.0
2017-10-25,28251.0,28266.0,28269.0,28269.0,28363.0,28168.0,47763.0,28160.0,109.0,31846.0
2017-10-24,28230.0,28145.0,28148.0,28146.0,28336.0,28070.0,21912.0,28320.0,-174.0,12230.0
2017-10-23,28547.0,28292.0,28295.0,28290.0,28547.0,28215.0,2239.0,28416.0,-126.0,10280.0
2017-10-20,28357.0,28496.0,28499.0,28498.0,28526.0,28320.0,3834.0,28214.0,284.0,7708.0
2017-10-19,28751.0,28173.0,28176.0,28174.0,28765.0,28058.0,3310.0,28675.0,-501.0,6345.0
2017-10-18,28650.0,28673.0,28676.0,28675.0,28715.0,28623.0,448.0,28701.0,-26.0,6176.0
2017-10-17,28752.0,28702.0,28705.0,28703.0,28752.0,28638.0,1309.0,28715.0,-12.0,5060.0
2017-10-16,28660.0,28688.0,28691.0,28690.0,28804.0,28616.0,892.0,28457.0,233.0,4770.0
2017-10-13,28402.0,28476.0,28479.0,28473.0,28502.0,28360.0,1163.0,28437.0,36.0,3885.0
2017-10-12,28433.0,28460.0,28462.0,28460.0,28530.0,28362.0,647.0,28311.0,149.0,3660.0
2017-10-11,28598.0,28289.0,28291.0,28294.0,28600.0,28290.0,572.0,28435.0,-141.0,3721.0
2017-10-10,28333.0,28451.0,28454.0,28464.0,28464.0,28250.0,921.0,28344.0,120.0,2846.0
2017-10-09,28399.0,28318.0,28321.0,28313.0,28468.0,28256.0,1783.0,28431.0,-118.0,2125.0
2017-10-06,28580.0,28435.0,28438.0,28432.0,28605.0,28400.0,1699.0,28325.0,107.0,1024.0
2017-10-04,28176.0,28188.0,28498.0,28325.0,28474.0,28176.0,977.0,28135.0,190.0,363.0
2017-10-03,27748.0,28107.0,28110.0,28099.0,28120.0,27687.0,208.0,27506.0,593.0,226.0
2017-09-29,27438.0,,27656.0,27476.0,27524.0,27360.0,245.0,27290.0,186.0,0.0
2017-09-28,27565.0,27406.0,27407.0,27407.0,27642.0,27402.0,101999.0,27630.0,-223.0,131386.0
2017-09-27,27455.0,27651.0,27652.0,27651.0,27670.0,27432.0,64398.0,27556.0,95.0,106085.0
2017-09-26,27360.0,27528.0,27530.0,27528.0,27548.0,27281.0,70236.0,27467.0,61.0,52638.0
2017-09-25,27898.0,27511.0,27514.0,27507.0,27898.0,27450.0,56077.0,27770.0,-263.0,16455.0
2017-09-22,27996.0,27841.0,27844.0,27844.0,27996.0,27796.0,8152.0,28109.0,-265.0,10124.0
2017-09-21,28078.0,28095.0,28098.0,28093.0,28150.0,28020.0,2891.0,28110.0,-17.0,8599.0
2017-09-20,28023.0,28082.0,28085.0,28080.0,28100.0,27977.0,2385.0,28017.0,63.0,6760.0
2017-09-19,28127.0,28046.0,28049.0,28047.0,28205.0,28030.0,1780.0,28140.0,-93.0,5714.0
2017-09-18,27925.0,28117.0,28120.0,28122.0,28141.0,27888.0,1406.0,27763.0,359.0,5142.0
2017-09-15,27705.0,27729.0,27733.0,27736.0,27888.0,27428.0,1541.0,27764.0,-28.0,4483.0
2017-09-14,27793.0,27771.0,27775.0,27777.0,27840.0,27650.0,472.0,27843.0,-66.0,4194.0
2017-09-13,27953.0,27828.0,27830.0,27829.0,27959.0,27500.0,698.0,27914.0,-85.0,4023.0
2017-09-12,27998.0,27906.0,27908.0,27911.0,28009.0,27849.0,1170.0,27921.0,-10.0,3007.0
2017-09-11,27724.0,27943.0,27946.0,27945.0,27970.0,27724.0,1716.0,27652.0,293.0,2538.0
2017-09-08,27538.0,27610.0,27614.0,27621.0,27631.0,27507.0,222.0,27457.0,164.0,2460.0
2017-09-07,27730.0,27466.0,27469.0,27457.0,27755.0,27407.0,557.0,27560.0,-103.0,2175.0
2017-09-06,27600.0,27533.0,27536.0,27541.0,27617.0,27334.0,949.0,27693.0,-152.0,2247.0
2017-09-05,27737.0,27676.0,27678.0,27690.0,27800.0,27620.0,1151.0,27738.0,-48.0,1393.0
2017-09-04,27776.0,27707.0,27709.0,27710.0,27841.0,27600.0,237.0,27850.0,-140.0,1202.0
2017-09-01,27970.0,27901.0,27903.0,27899.0,28030.0,27838.0,953.0,27923.0,-24.0,569.0
2017-08-31,27906.0,27870.0,27873.0,27872.0,27927.0,27819.0,1252.0,27958.0,-86.0,0.0
2017-08-30,27750.0,27978.0,27980.0,27979.0,28008.0,27740.0,98622.0,27602.0,377.0,142156.0
2017-08-29,27690.0,27633.0,27634.0,27634.0,27702.0,27517.0,83360.0,27747.0,-113.0,110749.0
2017-08-28,27719.0,27722.0,27724.0,27725.0,27923.0,27674.0,79359.0,27773.0,-48.0,56543.0
2017-08-25,27424.0,27700.0,27703.0,27709.0,27712.0,27275.0,48565.0,27364.0,345.0,27070.0
2017-08-24,27313.0,27356.0,27358.0,27357.0,27433.0,27301.0,15939.0,27250.0,107.0,22544.0
2017-08-23,,27216.0,27400.0,,,,0.0,27250.0,,22306.0
2017-08-22,27082.0,27250.0,27252.0,27253.0,27309.0,27082.0,4593.0,26981.0,272.0,22841.0
2017-08-21,26875.0,26965.0,26969.0,26968.0,27024.0,26851.0,1720.0,26864.0,104.0,22684.0
2017-08-18,26878.0,26882.0,26886.0,26882.0,27038.0,26777.0,1520.0,27110.0,-228.0,22352.0
2017-08-17,27405.0,27159.0,27161.0,27156.0,27405.0,27085.0,2443.0,27224.0,-68.0,21916.0
2017-08-16,26977.0,27188.0,27192.0,27194.0,27220.0,26977.0,1773.0,26964.0,230.0,21713.0
2017-08-15,27130.0,26978.0,26980.0,26978.0,27205.0,26966.0,2578.0,27012.0,-34.0,21075.0
2017-08-14,26911.0,27061.0,27063.0,27055.0,27067.0,26853.0,2209.0,26682.0,373.0,20120.0
2017-08-11,26876.0,26715.0,26720.0,26715.0,27010.0,26680.0,4716.0,27249.0,-534.0,19392.0
2017-08-10,27655.0,27286.0,27290.0,27290.0,27674.0,27135.0,1704.0,27599.0,-309.0,19280.0
2017-08-09,27677.0,27619.0,27621.0,27620.0,27700.0,27477.0,2232.0,27717.0,-97.0,18093.0
2017-08-08,27526.0,27703.0,27705.0,27700.0,27720.0,27485.0,892.0,27539.0,161.0,18031.0
2017-08-07,27520.0,27556.0,27558.0,27555.0,27630.0,27516.0,744.0,27455.0,100.0,18071.0
2017-08-04,27480.0,27464.0,27469.0,27463.0,27480.0,27390.0,793.0,27419.0,44.0,17490.0
2017-08-03,27435.0,27422.0,27426.0,27419.0,27475.0,27290.0,1353.0,27475.0,-56.0,16621.0
2017-08-02,27450.0,27481.0,27483.0,27480.0,27572.0,27417.0,2883.0,27437.0,43.0,14324.0
2017-08-01,27149.0,27414.0,27417.0,27419.0,27419.0,27149.0,3741.0,27135.0,284.0,12020.0
2017-07-31,26870.0,27092.0,27094.0,27096.0,27128.0,26857.0,1209.0,26848.0,248.0,11659.0
2017-07-28,26824.0,26831.0,26836.0,26828.0,26861.0,26775.0,801.0,26949.0,-121.0,11636.0
2017-07-27,26880.0,27065.0,27067.0,27066.0,27090.0,26867.0,73945.0,26843.0,223.0,114164.0
2017-07-26,26831.0,26851.0,26853.0,26853.0,26920.0,26728.0,69159.0,26809.0,44.0,67628.0
2017-07-25,26770.0,26801.0,26804.0,26803.0,26815.0,26740.0,55513.0,26806.0,-3.0,28668.0
2017-07-24,26647.0,26790.0,26792.0,26793.0,26828.0,26625.0,23024.0,26702.0,91.0,11770.0
2017-07-21,26673.0,26670.0,26672.0,26679.0,26694.0,26600.0,7154.0,26701.0,-22.0,7793.0
2017-07-20,26705.0,26707.0,26708.0,26707.0,26726.0,26619.0,2211.0,26627.0,80.0,6817.0
2017-07-19,26498.0,26647.0,26650.0,26643.0,26660.0,26480.0,910.0,26515.0,128.0,6705.0
2017-07-18,26442.0,26448.0,26451.0,26443.0,26488.0,26370.0,872.0,26455.0,-12.0,6281.0
2017-07-17,26598.0,26442.0,26445.0,26442.0,26598.0,26348.0,1497.0,26343.0,99.0,5573.0
2017-07-14,26354.0,26340.0,26342.0,26348.0,26380.0,26280.0,720.0,26342.0,6.0,5065.0
2017-07-13,26298.0,26321.0,26324.0,26337.0,26430.0,26242.0,830.0,26044.0,293.0,4750.0
2017-07-12,25910.0,26024.0,26028.0,26044.0,26106.0,25903.0,1522.0,25908.0,136.0,3138.0
2017-07-11,25500.0,25853.0,25857.0,25857.0,25890.0,25500.0,1395.0,25460.0,397.0,2519.0
2017-07-10,25323.0,25468.0,25471.0,25460.0,25538.0,25260.0,547.0,25274.0,186.0,2115.0
2017-07-07,25234.0,25274.0,25278.0,25276.0,25330.0,25217.0,362.0,25433.0,-157.0,1939.0
2017-07-06,25480.0,25388.0,25392.0,25385.0,25541.0,25350.0,457.0,25412.0,-27.0,1742.0
2017-07-05,25232.0,25409.0,25412.0,25409.0,25426.0,25063.0,906.0,25249.0,160.0,1162.0
2017-07-04,25620.0,25298.0,25302.0,25295.0,25685.0,25105.0,783.0,25636.0,-341.0,786.0
2017-07-03,25502.0,25626.0,25628.0,25630.0,25678.0,25502.0,418.0,25542.0,88.0,378.0
2017-06-30,25570.0,25594.0,25598.0,25583.0,25607.0,25418.0,520.0,25751.0,-168.0,0.0
2017-06-29,25706.0,25797.0,25798.0,25797.0,25825.0,25683.0,79990.0,25497.0,300.0,139337.0
2017-06-28,25556.0,25562.0,25564.0,25562.0,25653.0,25439.0,88316.0,25657.0,-95.0,109622.0
2017-06-27,25780.0,25677.0,25679.0,25679.0,25780.0,25621.0,82760.0,25697.0,-18.0,53173.0
2017-06-26,25550.0,25702.0,25704.0,25705.0,25725.0,25550.0,54430.0,25523.0,182.0,21713.0
2017-06-23,25556.0,25538.0,25541.0,25538.0,25627.0,25480.0,8384.0,25558.0,-20.0,15054.0
2017-06-22,25430.0,25507.0,25510.0,25508.0,25700.0,25405.0,6617.0,25382.0,126.0,11033.0
2017-06-21,25482.0,25427.0,25430.0,25425.0,25618.0,25296.0,2179.0,25599.0,-174.0,10253.0
2017-06-20,25729.0,25614.0,25618.0,25619.0,25777.0,25579.0,1331.0,25665.0,-46.0,9761.0
2017-06-19,25354.0,25652.0,25654.0,25662.0,25683.0,25354.0,1541.0,25378.0,284.0,8619.0
