Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
2019-11-28,13268.5,13271.0,13209.5,13238.5,43632.0,110134.0
2019-11-27,13265.5,13315.5,13214.0,13279.0,79268.0,119873.0
2019-11-26,13263.0,13315.0,13188.5,13241.0,71435.0,117613.0
2019-11-25,13214.5,13269.5,13206.0,13246.0,66580.0,118502.0
2019-11-22,13169.5,13245.0,13116.0,13161.0,92760.0,125977.0
2019-11-21,13110.0,13181.0,13038.5,13158.5,108691.0,129187.0
2019-11-20,13198.5,13203.5,13066.0,13168.5,115284.0,131000.0
2019-11-19,13199.5,13374.0,13171.5,13217.5,110942.0,131249.0
2019-11-18,13216.5,13284.0,13132.0,13189.0,91203.0,127077.0
2019-11-15,13208.5,13278.5,13168.5,13231.0,87365.0,120739.0
2019-11-14,13241.5,13273.5,13153.0,13184.0,89054.0,122566.0
2019-11-13,13248.5,13267.5,13131.5,13225.0,96557.0,122966.0
2019-11-12,13193.0,13306.5,13183.0,13290.5,84521.0,121724.0
2019-11-11,13241.0,13241.0,13133.5,13203.0,74590.0,121356.0
2019-11-08,13285.0,13286.0,13190.5,13219.0,77964.0,117309.0
2019-11-07,13172.5,13298.0,13157.5,13272.5,100907.0,120591.0
2019-11-06,13139.0,13208.0,13103.5,13166.5,96219.0,118581.0
2019-11-05,13139.0,13168.0,13107.0,13139.5,79248.0,118423.0
2019-11-04,12985.0,13166.5,12970.5,13119.0,96041.0,122897.0
2019-11-01,12902.0,12986.5,12888.5,12946.5,75903.0,116736.0
2019-10-31,12944.0,12947.5,12786.5,12893.5,109387.0,124812.0
2019-10-30,12931.0,12945.0,12821.0,12904.5,86176.0,115618.0
2019-10-29,12969.0,12969.0,12889.0,12934.5,74836.0,112211.0
2019-10-28,12914.0,12979.0,12879.5,12949.5,79490.0,113122.0
2019-10-25,12859.5,12892.5,12823.5,12886.0,68094.0,109025.0
2019-10-24,12820.0,12908.5,12797.5,12868.5,95587.0,115941.0
2019-10-23,12665.0,12813.0,12640.5,12799.0,89170.0,114309.0
2019-10-22,12755.5,12788.5,12684.5,12753.0,82028.0,109830.0
2019-10-21,12663.5,12779.0,12637.0,12749.5,85798.0,111831.0
2019-10-18,12661.5,12692.5,12590.0,12646.5,102133.0,112738.0
2019-10-17,12658.0,12808.5,12613.5,12679.5,120925.0,117656.0
2019-10-16,12627.0,12692.5,12588.5,12681.0,102822.0,110745.0
2019-10-15,12479.0,12675.0,12472.5,12634.0,111338.0,113612.0
2019-10-14,12470.5,12498.5,12375.5,12469.5,81028.0,108099.0
2019-10-11,12152.0,12554.0,12152.0,12486.0,139423.0,117469.0
2019-10-10,12044.0,12190.0,12000.0,12174.0,107678.0,107485.0
2019-10-09,11962.5,12168.0,11940.0,12075.5,100322.0,108470.0
2019-10-08,12073.0,12141.0,11904.0,11974.5,121086.0,109131.0
2019-10-07,12019.5,12129.0,11954.0,12075.5,99023.0,107250.0
2019-10-04,11973.0,12056.0,11864.5,11983.5,110133.0,108733.0
2019-10-03,11920.5,11969.5,11807.5,11926.0,107591.0,109466.0
2019-10-02,12249.0,12249.5,11891.0,11943.5,152147.0,117854.0
2019-10-01,12414.5,12486.0,12214.5,12270.0,122242.0,113105.0
2019-09-30,12351.5,12431.5,12331.5,12411.0,87948.0,108523.0
2019-09-27,12316.0,12391.5,12267.5,12358.5,99859.0,109568.0
2019-09-26,12243.0,12329.5,12205.5,12270.5,100892.0,110176.0
2019-09-25,12257.0,12283.0,12127.0,12219.0,116524.0,112707.0
2019-09-24,12385.0,12396.0,12215.5,12300.5,92787.0,106142.0
2019-09-23,12429.5,12440.0,12248.5,12333.0,105918.0,112253.0
