Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
2019-10-09,174.52,174.56,173.85,174.05,481564.0,1562097.0
2019-10-08,174.24,174.69,173.86,174.67,556102.0,1568898.0
2019-10-07,174.54,174.72,174.17,174.31,337410.0,1508382.0
2019-10-04,174.53,174.75,174.33,174.49,429513.0,1514698.0
2019-10-03,173.88,174.78,173.88,174.46,618526.0,1599399.0
2019-10-02,173.86,174.04,173.6,173.79,612929.0,1608526.0
2019-10-01,174.23,174.25,173.31,174.2,848640.0,1680907.0
2019-09-30,174.35,174.36,173.77,174.25,531343.0,1587137.0
2019-09-27,174.35,174.54,174.05,174.21,451673.0,1542311.0
2019-09-26,174.11,174.46,174.03,174.32,523324.0,1574100.0
2019-09-25,174.88,174.97,173.93,174.36,692838.0,1647864.0
2019-09-24,174.19,174.88,174.03,174.73,576509.0,1610878.0
2019-09-23,173.6,174.64,173.29,174.54,683113.0,1675382.0
2019-09-20,173.32,173.84,173.23,173.47,475445.0,1685619.0
2019-09-19,173.07,173.4,172.86,173.3,531380.0,1624278.0
2019-09-18,172.87,173.48,172.65,173.37,505359.0,1632117.0
2019-09-17,172.99,173.16,172.67,172.87,581502.0,1649787.0
2019-09-16,172.51,173.13,172.4,172.98,600072.0,1674052.0
2019-09-13,173.52,173.63,172.18,172.44,949711.0,1795690.0
2019-09-12,174.03,175.62,173.23,173.93,1235881.0,1901436.0
2019-09-11,173.8,174.38,173.65,174.24,619515.0,1692047.0
2019-09-10,174.31,174.52,173.75,173.98,711969.0,1750540.0
2019-09-09,175.21,175.3,174.19,174.24,645230.0,1750361.0
2019-09-06,174.5,175.34,174.24,175.23,682232.0,1774278.0
2019-09-05,178.57,178.57,176.97,177.31,225596.0,248890.0
2019-09-04,178.97,179.0,177.98,178.52,972346.0,817173.0
2019-09-03,178.89,179.67,178.81,179.32,1614613.0,1691258.0
2019-09-02,179.18,179.2,178.6,178.96,608729.0,1474494.0
2019-08-30,178.91,179.27,178.63,179.1,721955.0,1565181.0
2019-08-29,179.2,179.36,178.57,178.94,734952.0,1684896.0
2019-08-28,179.0,179.46,178.88,179.3,709332.0,1656271.0
2019-08-27,178.51,179.07,178.45,178.94,518167.0,1584905.0
2019-08-26,179.08,179.21,178.22,178.52,448005.0,1530984.0
2019-08-23,178.01,178.83,177.48,178.54,648613.0,1715221.0
2019-08-22,178.73,178.94,177.65,178.04,886720.0,1749431.0
2019-08-21,178.76,178.83,178.19,178.68,545223.0,1666393.0
2019-08-20,178.19,179.19,178.19,178.9,638035.0,1707599.0
2019-08-19,178.72,178.84,177.82,178.15,738530.0,1744584.0
2019-08-16,179.39,179.58,178.14,178.6,739016.0,1760565.0
2019-08-15,178.4,179.66,178.18,179.06,885057.0,1752172.0
2019-08-14,177.71,178.49,177.62,178.31,638591.0,1686464.0
2019-08-13,177.5,177.84,177.31,177.68,579108.0,1678386.0
2019-08-12,177.15,177.68,177.03,177.44,340323.0,1594301.0
2019-08-09,177.5,177.55,176.96,177.16,535282.0,1675662.0
2019-08-08,177.0,177.42,176.38,176.93,851117.0,1813357.0
2019-08-07,176.75,177.74,176.72,177.36,801144.0,1783149.0
2019-08-06,176.61,176.74,176.12,176.58,538517.0,1710476.0
2019-08-05,175.98,176.63,175.93,176.22,588132.0,1732848.0
2019-08-02,175.72,176.1,175.62,175.82,864955.0,1854855.0
2019-08-01,175.03,175.88,174.73,175.44,728992.0,1818831.0
2019-07-31,174.61,175.28,174.52,175.07,594047.0,1783219.0
2019-07-30,174.43,174.65,174.36,174.55,402733.0,1700306.0
2019-07-29,174.32,174.57,174.27,174.46,390381.0,1711277.0
2019-07-26,174.25,174.3,173.92,174.21,407411.0,1702097.0
2019-07-25,174.26,174.92,173.49,174.01,985684.0,1875056.0
2019-07-24,173.78,174.51,173.74,174.3,600271.0,1727896.0
2019-07-23,173.61,173.97,173.56,173.91,397220.0,1638998.0
2019-07-22,173.39,173.79,173.29,173.78,408711.0,1658302.0
2019-07-19,173.47,173.57,173.27,173.39,436417.0,1634964.0
2019-07-18,173.12,173.63,173.02,173.25,629368.0,1721334.0
2019-07-17,172.47,173.13,172.44,172.93,528061.0,1660600.0
2019-07-16,172.33,172.68,172.16,172.34,580062.0,1681916.0
2019-07-15,171.74,172.42,171.49,172.33,502403.0,1670601.0
2019-07-12,171.55,171.88,171.25,171.68,766694.0,1758665.0
2019-07-11,172.54,172.73,171.5,171.82,812399.0,1784646.0
2019-07-10,173.05,173.08,172.02,172.51,1088823.0,1878230.0
2019-07-09,173.35,173.46,173.04,173.21,565770.0,1696404.0
2019-07-08,173.41,173.7,173.29,173.51,512168.0,1698549.0
2019-07-05,173.94,173.96,172.99,173.18,709220.0,1771009.0
2019-07-04,173.72,174.05,173.61,173.85,483437.0,1699326.0
2019-07-03,173.59,173.9,173.53,173.67,653582.0,1747169.0
2019-07-02,173.3,173.5,172.97,173.35,603375.0,1723557.0
2019-07-01,172.57,173.33,172.47,173.3,622875.0,1720164.0
2019-06-28,172.67,172.84,172.46,172.74,487241.0,1697560.0
2019-06-27,172.36,172.77,171.92,172.62,700992.0,1788696.0
2019-06-26,172.76,172.82,172.26,172.5,647742.0,1751184.0
2019-06-25,172.45,172.91,172.45,172.88,578799.0,1738216.0
2019-06-24,172.02,172.59,172.02,172.47,463680.0,1700404.0
2019-06-21,172.55,172.65,171.95,172.07,712320.0,1854288.0
2019-06-20,172.59,172.7,172.41,172.64,667615.0,1785171.0
2019-06-19,172.67,172.72,172.09,172.16,713166.0,1794529.0
2019-06-18,171.54,172.88,171.51,172.86,1001346.0,1893396.0
2019-06-17,171.71,171.75,171.42,171.56,479352.0,1675858.0
2019-06-14,171.63,171.99,171.59,171.78,586201.0,1685807.0
2019-06-13,171.45,171.69,171.39,171.54,507649.0,1659156.0
2019-06-12,171.38,171.62,171.32,171.48,565266.0,1695601.0
2019-06-11,171.11,171.42,170.98,171.36,540195.0,1681757.0
2019-06-10,171.55,171.66,171.06,171.11,488845.0,1659287.0
2019-06-07,171.3,171.8,171.25,171.72,674789.0,1728537.0
2019-06-06,171.17,171.54,170.64,171.39,1055729.0,1859360.0
2019-06-05,168.5,168.84,168.38,168.68,231628.0,247950.0
2019-06-04,168.48,168.68,168.39,168.46,1449084.0,1173025.0
2019-06-03,168.59,168.69,168.33,168.37,1700775.0,1674505.0
2019-05-31,168.33,168.63,168.3,168.34,1330357.0,1672663.0
2019-05-30,167.84,168.21,167.72,168.0,730315.0,1618998.0
2019-05-29,167.91,168.13,167.85,168.02,838692.0,1660190.0
2019-05-28,167.55,167.93,167.52,167.8,944511.0,1812524.0
2019-05-27,167.35,167.69,167.18,167.64,260208.0,1607445.0
2019-05-24,167.28,167.33,167.1,167.24,524817.0,1745124.0
2019-05-23,166.91,167.4,166.86,167.22,784236.0,1823572.0
2019-05-22,166.52,166.9,166.44,166.72,681336.0,1784417.0
2019-05-21,166.74,166.9,166.33,166.49,772870.0,1836025.0
2019-05-20,166.98,167.07,166.63,166.79,551282.0,1770299.0
2019-05-17,167.04,167.41,166.86,167.06,626131.0,1802689.0
2019-05-16,167.06,167.27,166.78,166.95,793121.0,1881262.0
2019-05-15,166.66,167.43,166.57,166.94,963276.0,1929915.0
2019-05-14,166.51,166.72,166.31,166.59,583821.0,1821863.0
2019-05-13,166.33,166.61,166.1,166.52,581367.0,1806276.0
2019-05-10,166.12,166.4,165.94,166.25,617039.0,1832814.0
2019-05-09,166.14,166.54,166.1,166.26,713527.0,1855631.0
2019-05-08,166.06,166.47,165.92,166.2,807467.0,1913939.0
2019-05-07,165.59,166.18,165.24,166.08,825199.0,1943100.0
2019-05-06,165.51,165.86,165.31,165.44,324793.0,1810964.0
2019-05-03,165.12,165.45,164.82,165.26,599610.0,1889957.0
2019-05-02,165.16,165.48,164.97,165.24,772196.0,1940909.0
2019-04-30,165.48,165.69,164.84,165.31,938754.0,2010231.0
2019-04-29,165.8,165.84,165.33,165.55,523115.0,1844456.0
2019-04-26,165.77,165.92,165.55,165.82,503153.0,1872790.0
2019-04-25,165.7,165.8,165.56,165.69,533568.0,1864097.0
2019-04-24,164.99,165.78,164.96,165.73,717025.0,1922721.0
2019-04-23,165.01,165.13,164.71,164.94,557087.0,1885245.0
2019-04-18,164.42,165.27,164.33,165.22,768220.0,1964945.0
2019-04-17,164.5,164.59,164.06,164.3,679000.0,1940414.0
2019-04-16,164.65,164.94,164.39,164.6,661544.0,1925404.0
2019-04-15,164.59,164.76,164.33,164.66,650826.0,1926343.0
2019-04-12,165.64,165.79,164.56,164.62,951266.0,2034564.0
2019-04-11,165.82,165.87,165.51,165.58,510179.0,1880163.0
2019-04-10,165.54,166.0,165.4,165.89,583756.0,1889245.0
2019-04-09,165.29,165.64,165.11,165.48,543179.0,1861353.0
2019-04-08,165.38,165.55,165.14,165.36,358592.0,1816694.0
2019-04-05,165.35,165.52,165.07,165.36,552256.0,1846717.0
2019-04-04,165.28,165.66,165.19,165.52,596190.0,1865241.0
2019-04-03,165.93,166.0,165.18,165.4,820784.0,1966552.0
2019-04-02,165.7,166.17,165.7,166.11,563232.0,1878640.0
2019-04-01,166.21,166.21,165.6,165.67,730962.0,1908324.0
2019-03-29,166.26,166.42,166.02,166.34,695143.0,1874290.0
2019-03-28,166.54,166.75,166.21,166.39,755693.0,1924570.0
2019-03-27,165.79,166.7,165.68,166.59,1065658.0,1984203.0
2019-03-26,165.79,165.83,165.45,165.58,600787.0,1866615.0
2019-03-25,165.58,165.97,165.34,165.66,623210.0,1871533.0
2019-03-22,164.65,165.86,164.62,165.74,1010742.0,2068581.0
2019-03-21,164.39,164.93,164.32,164.85,725539.0,1928156.0
2019-03-20,163.89,164.53,163.84,164.25,566585.0,1897864.0
2019-03-19,164.22,164.35,163.63,163.96,727885.0,1954339.0
2019-03-18,164.22,164.36,163.96,164.27,454397.0,1861162.0
2019-03-15,164.22,164.45,163.94,164.14,560005.0,1875368.0
2019-03-14,164.21,164.45,164.07,164.13,542776.0,1869939.0
2019-03-13,164.56,164.68,164.18,164.47,459077.0,1818483.0
2019-03-12,164.25,164.74,163.92,164.54,733723.0,1917268.0
2019-03-11,164.61,164.62,164.32,164.53,509730.0,1828111.0
2019-03-08,164.44,164.74,164.31,164.39,804481.0,1974948.0
2019-03-07,163.59,164.58,163.43,164.54,1047278.0,2058176.0
2019-03-06,165.8,166.29,165.63,166.11,335509.0,308800.0
2019-03-05,165.67,165.79,165.26,165.52,1417266.0,1104019.0
2019-03-04,165.19,165.71,165.01,165.59,1380979.0,1832114.0
2019-03-01,165.33,165.38,164.97,165.22,1036780.0,1842913.0
2019-02-28,165.71,165.97,165.15,165.31,997602.0,1909558.0
2019-02-27,166.35,166.48,165.56,165.68,1038699.0,1983794.0
2019-02-26,166.5,166.66,166.16,166.27,731373.0,1915355.0
2019-02-25,166.56,166.62,166.2,166.4,530946.0,1876971.0
2019-02-22,166.17,166.72,166.11,166.62,514633.0,1878232.0
2019-02-21,166.6,166.67,165.85,166.07,983248.0,2038984.0
2019-02-20,166.45,166.69,166.35,166.51,492425.0,1856866.0
2019-02-19,166.42,166.75,166.27,166.42,654664.0,1933658.0
2019-02-18,166.53,166.55,166.28,166.36,238957.0,1794517.0
2019-02-15,166.55,166.64,166.28,166.47,474923.0,1865314.0
2019-02-14,166.22,166.73,166.02,166.54,628466.0,1933919.0
2019-02-13,166.0,166.24,165.86,166.12,531264.0,1928128.0
2019-02-12,166.26,166.26,165.84,166.02,634420.0,1973718.0
2019-02-11,166.68,166.73,166.15,166.35,602027.0,1955724.0
2019-02-08,166.39,166.83,166.26,166.75,635900.0,1962007.0
2019-02-07,165.59,166.45,165.52,166.36,896171.0,2033601.0
2019-02-06,165.42,165.68,165.37,165.51,491944.0,1906140.0
2019-02-05,165.4,165.52,164.93,165.49,623597.0,1930263.0
2019-02-04,165.61,165.64,165.22,165.28,418541.0,1864731.0
2019-02-01,165.73,165.77,165.43,165.5,711766.0,1977108.0
2019-01-31,165.52,165.87,165.3,165.67,801430.0,2040041.0
2019-01-30,165.24,165.53,164.99,165.18,571073.0,1957107.0
2019-01-29,164.94,165.28,164.85,165.08,566210.0,1958280.0
2019-01-28,165.19,165.3,164.69,164.91,647823.0,2009226.0
2019-01-25,165.35,165.43,164.96,165.07,603232.0,2007096.0
2019-01-24,164.72,165.54,164.59,165.32,890974.0,2080424.0
2019-01-23,164.65,164.77,164.34,164.57,600559.0,1994456.0
2019-01-22,164.25,164.75,164.12,164.47,608301.0,2010890.0
2019-01-21,164.2,164.3,164.04,164.13,272114.0,1886075.0
2019-01-18,164.28,164.34,163.84,164.07,712268.0,2000840.0
2019-01-17,164.72,164.89,164.23,164.3,566676.0,1935441.0
2019-01-16,164.8,164.9,164.36,164.59,638525.0,1976603.0
2019-01-15,164.62,164.98,164.38,164.89,706551.0,1961689.0
2019-01-14,164.51,164.88,164.43,164.57,540338.0,1917879.0
2019-01-11,164.25,164.64,164.16,164.41,563194.0,1933405.0
2019-01-10,163.93,164.38,163.93,164.21,647105.0,1967635.0
2019-01-09,163.71,164.11,163.48,163.96,656380.0,1960762.0
2019-01-08,163.76,163.9,163.5,163.74,658669.0,1953075.0
2019-01-07,163.93,164.32,163.76,163.96,541364.0,1917600.0
2019-01-04,165.01,165.04,163.88,163.97,649416.0,1971515.0
2019-01-03,164.91,165.1,164.38,164.82,683676.0,2005574.0
2019-01-02,163.7,164.94,163.58,164.64,713330.0,1988743.0
2018-12-31,0.0,0.0,0.0,163.54,0.0,1734998.0
2018-12-28,163.64,163.76,163.42,163.54,335361.0,1837418.0
2018-12-27,163.18,163.79,163.15,163.73,334721.0,1835947.0
2018-12-24,0.0,0.0,0.0,163.36,0.0,1742918.0
2018-12-21,163.54,163.54,163.27,163.36,385743.0,1911682.0
2018-12-20,163.74,164.01,163.41,163.56,696497.0,1972143.0
2018-12-19,163.48,163.85,163.24,163.38,543107.0,1933403.0
2018-12-18,163.29,163.55,163.22,163.34,482974.0,1891217.0
2018-12-17,163.28,163.3,162.96,163.14,398427.0,1857021.0
2018-12-14,162.89,163.3,162.81,163.2,554180.0,1902325.0
2018-12-13,162.77,163.14,162.51,162.87,806925.0,2002420.0
2018-12-12,163.35,163.53,162.6,162.98,708400.0,1934453.0
2018-12-11,163.24,163.59,162.83,163.48,741273.0,1977115.0
2018-12-10,163.49,163.64,162.98,163.4,671096.0,1956247.0
2018-12-07,163.23,163.46,162.93,163.17,619944.0,1952427.0
2018-12-06,163.14,163.61,162.94,163.55,881066.0,2039033.0
2018-12-05,162.28,162.45,161.97,161.99,439469.0,322435.0
2018-12-04,161.91,162.43,161.61,162.09,1917850.0,1411822.0
2018-12-03,161.01,161.7,161.01,161.5,1605468.0,1893697.0
2018-11-30,161.31,161.58,161.27,161.54,849022.0,1782303.0
2018-11-29,161.0,161.42,160.98,161.41,852035.0,1799649.0
2018-11-28,161.0,161.18,160.83,160.9,880824.0,1901138.0
2018-11-27,160.9,161.21,160.82,161.02,649683.0,1880992.0
2018-11-26,160.93,160.99,160.64,160.74,628250.0,1921799.0
2018-11-23,160.65,161.19,160.51,161.1,649263.0,1958242.0
2018-11-22,160.7,160.87,160.53,160.63,436793.0,1889417.0
2018-11-21,160.71,160.78,160.48,160.58,627426.0,1934899.0
2018-11-20,160.64,161.04,160.54,160.89,777045.0,1995524.0
2018-11-19,160.73,160.73,160.24,160.6,613084.0,1965344.0
2018-11-16,160.54,160.76,160.54,160.65,590153.0,1988936.0
2018-11-15,160.14,160.92,160.07,160.81,1050374.0,2110069.0
2018-11-14,160.36,160.47,159.96,160.14,709577.0,2025194.0
2018-11-13,160.19,160.42,159.98,160.08,777657.0,2049956.0
2018-11-12,159.95,160.45,159.93,160.29,497503.0,2000371.0
2018-11-09,159.43,160.07,159.43,160.03,578856.0,1996619.0
2018-11-08,159.29,159.51,159.19,159.37,536074.0,1982658.0
2018-11-07,159.82,159.89,159.28,159.5,615172.0,2002073.0
2018-11-06,159.71,160.04,159.61,159.7,525127.0,1966891.0
2018-11-05,159.6,159.91,159.58,159.74,480071.0,1947974.0
2018-11-02,159.72,159.81,159.45,159.63,658295.0,2007763.0
2018-11-01,160.23,160.27,159.75,159.98,649785.0,1986586.0
2018-10-31,160.2,160.37,160.01,160.26,660228.0,1992806.0
2018-10-30,160.35,160.56,159.96,160.44,752795.0,1990955.0
2018-10-29,160.62,160.79,160.06,160.35,729929.0,1991253.0
2018-10-26,160.32,160.9,160.22,160.87,865941.0,2076559.0
2018-10-25,160.29,160.33,159.83,160.16,681400.0,1990065.0
2018-10-24,159.67,160.35,159.66,160.18,729989.0,1998239.0
2018-10-23,159.55,159.98,159.43,159.79,765600.0,1966184.0
2018-10-22,159.07,159.52,158.84,159.34,655438.0,1938328.0
2018-10-19,159.78,160.08,159.07,159.4,1044791.0,2088744.0
2018-10-18,158.89,159.94,158.82,159.52,832964.0,2015997.0
2018-10-17,158.73,159.24,158.72,159.16,681734.0,1936994.0
2018-10-16,158.49,158.81,158.34,158.72,578937.0,1883181.0
2018-10-15,158.66,158.87,158.46,158.59,428866.0,1832332.0
2018-10-12,158.16,158.74,157.95,158.53,584152.0,1881303.0
2018-10-11,158.33,158.71,158.12,158.35,927373.0,1989084.0
2018-10-10,158.1,158.16,157.45,157.88,759645.0,1993405.0
2018-10-09,157.95,158.18,157.61,158.09,880493.0,2000320.0
2018-10-08,157.56,158.23,157.5,157.95,591262.0,1960604.0
2018-10-05,158.03,158.12,157.33,157.61,848352.0,2059845.0
2018-10-04,157.99,158.48,157.74,158.04,1039039.0,2144141.0
2018-10-03,159.17,159.46,158.21,158.93,840412.0,2060169.0
2018-10-02,159.06,159.78,159.0,159.52,901213.0,2063805.0
2018-10-01,158.74,158.99,158.37,158.77,736060.0,1977786.0
2018-09-28,158.54,159.25,158.4,158.79,1054065.0,2105146.0
2018-09-27,158.56,158.79,158.02,158.06,861140.0,2048370.0
2018-09-26,157.92,158.49,157.89,158.04,518047.0,1907679.0
2018-09-25,158.21,158.21,157.75,157.87,783454.0,2043874.0
2018-09-24,159.03,159.14,158.21,158.32,745994.0,2051929.0
2018-09-21,158.75,159.1,158.68,159.0,530180.0,1983252.0
2018-09-20,158.73,158.93,158.38,158.74,734225.0,2023011.0
2018-09-19,158.67,158.87,158.42,158.62,704493.0,2003369.0
2018-09-18,159.07,159.26,158.66,158.74,650229.0,1994819.0
2018-09-17,159.28,159.29,158.84,159.02,489765.0,1935613.0
2018-09-14,159.5,159.54,159.01,159.17,558067.0,1980813.0
2018-09-13,159.71,159.78,159.26,159.46,676492.0,2014460.0
2018-09-12,159.35,159.8,159.34,159.63,669389.0,2015570.0
2018-09-11,159.67,159.67,159.23,159.3,612067.0,1991182.0
2018-09-10,159.94,160.1,159.52,159.69,607667.0,1976862.0
2018-09-07,160.42,160.43,159.83,159.95,568738.0,1962871.0
2018-09-06,159.92,160.48,159.91,160.43,684379.0,1978659.0
2018-09-05,162.88,163.03,162.28,162.44,489970.0,605561.0
2018-09-04,163.21,163.22,162.8,162.87,1467235.0,1489122.0
2018-09-03,163.19,163.49,163.04,163.21,1251943.0,1819336.0
2018-08-31,162.92,163.32,162.83,163.27,1041441.0,1964261.0
2018-08-30,162.28,163.08,162.13,162.98,865703.0,1946037.0
2018-08-29,162.62,162.68,162.1,162.18,708192.0,1937188.0
2018-08-28,162.67,162.87,162.35,162.52,815847.0,2033113.0
2018-08-27,163.17,163.36,162.55,162.64,391910.0,1877220.0
2018-08-24,163.01,163.16,162.8,163.09,500671.0,2003866.0
2018-08-23,163.22,163.23,162.93,163.06,454718.0,1948124.0
2018-08-22,163.36,163.45,162.91,163.0,597125.0,2000843.0
2018-08-21,163.6,163.71,163.17,163.24,469569.0,1971725.0
2018-08-20,163.65,163.74,163.42,163.73,354620.0,1922898.0
2018-08-17,163.53,163.88,163.42,163.67,435264.0,1938166.0
2018-08-16,163.41,163.67,163.36,163.49,402817.0,1929639.0
2018-08-15,163.33,163.82,163.1,163.71,506862.0,1964251.0
2018-08-14,163.35,163.35,163.11,163.21,434945.0,1926366.0
2018-08-13,163.46,163.62,163.22,163.36,647393.0,1986924.0
2018-08-10,162.69,163.45,162.69,163.34,754285.0,2038575.0
2018-08-09,162.27,162.62,162.22,162.5,445903.0,1911970.0
2018-08-08,162.04,162.27,161.96,162.11,347532.0,1858377.0
2018-08-07,162.23,162.39,161.97,162.01,341621.0,1870500.0
2018-08-06,162.01,162.38,161.83,162.35,352122.0,1874736.0
2018-08-03,161.37,162.12,161.37,162.05,668423.0,1981053.0
2018-08-02,161.16,161.55,161.05,161.26,679542.0,1970948.0
2018-08-01,161.42,161.45,160.86,160.91,690866.0,1988913.0
2018-07-31,161.9,162.05,161.41,161.58,692914.0,2012621.0
2018-07-30,162.13,162.3,161.33,161.43,631434.0,1997831.0
2018-07-27,162.05,162.23,161.97,162.07,450080.0,1928792.0
2018-07-26,161.95,162.37,161.88,162.18,546245.0,1944259.0
2018-07-25,162.34,162.47,161.9,162.37,441496.0,1890668.0
2018-07-24,162.03,162.33,161.82,162.28,536468.0,1927819.0
2018-07-23,162.41,162.54,161.97,162.1,570469.0,1927456.0
2018-07-20,163.16,163.39,162.44,162.53,596602.0,1938244.0
2018-07-19,162.78,163.26,162.7,163.08,457413.0,1892818.0
2018-07-18,162.75,163.2,162.75,162.95,429737.0,1886875.0
2018-07-17,162.59,162.9,162.57,162.85,365314.0,1859250.0
2018-07-16,162.97,162.97,162.44,162.47,388742.0,1877600.0
2018-07-13,162.68,163.22,162.66,162.98,452726.0,1897280.0
2018-07-12,162.55,162.82,162.45,162.77,412717.0,1882525.0
2018-07-11,162.59,162.8,162.4,162.53,547378.0,1935432.0
