Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume
2018-06-15,1685.0,1687.7,1675.2,1677.75,-8.35,1682.56,112.0,7364.0,,,
2018-06-14,1676.4,1686.4,1671.3,1686.1,10.5,1679.03,1647.0,7627.0,,,
2018-06-13,1684.1,1685.6,1673.8,1675.6,-5.8,1680.5,2493.0,8480.0,,,
2018-06-12,1674.4,1686.7,1672.1,1681.4,5.3,1680.76,2795.0,9364.0,,,
2018-06-11,1666.6,1678.6,1666.5,1676.1,4.8,1673.73,2331.0,9715.0,,,
2018-06-08,1670.1,1673.8,1661.7,1671.3,1.2,1669.75,2485.0,10107.0,,,
2018-06-07,1676.8,1681.1,1660.0,1670.1,-8.1,1671.01,4694.0,10790.0,,,
2018-06-06,1664.8,1679.3,1663.8,1678.2,12.7,1671.06,3755.0,10450.0,,,
2018-06-05,1654.0,1667.2,1651.4,1665.5,10.7,1658.61,4369.0,11153.0,,,
2018-06-04,1651.0,1656.1,1641.6,1654.8,4.7,1650.07,3517.0,11070.0,,,
2018-06-01,1637.9,1651.9,1637.6,1650.1,15.6,1647.07,4691.0,11302.0,,,
2018-05-31,1647.8,1654.2,1631.8,1634.5,-14.7,1642.93,5431.0,11543.0,,,
2018-05-30,1623.4,1652.8,1620.8,1649.2,24.1,1643.01,5700.0,10707.0,,,
2018-05-29,1624.7,1630.7,1607.2,1625.1,-0.6,1620.46,5275.0,10653.0,,,
2018-05-28,1628.5,1639.0,1622.9,1625.7,0.0,1627.39,647.0,10579.0,,,
2018-05-25,1631.0,1635.8,1623.2,1625.7,-4.4,1627.2,3092.0,10673.0,,,
2018-05-24,1628.4,1632.3,1614.9,1630.1,0.5,1625.76,3610.0,10665.0,,,
2018-05-23,1625.7,1631.8,1618.1,1629.6,2.9,1625.45,3666.0,10714.0,,,
2018-05-22,1639.8,1643.3,1625.3,1626.7,-13.7,1633.77,2420.0,10963.0,,,
2018-05-21,1632.8,1641.3,1631.0,1640.4,13.5,1637.08,3171.0,10882.0,,,
2018-05-18,1627.7,1632.2,1624.1,1626.9,0.0,1628.74,3176.0,10843.0,,,
2018-05-17,1620.3,1629.4,1616.0,1626.9,8.0,1625.02,3494.0,10622.0,,,
2018-05-16,1600.3,1622.8,1600.3,1618.9,17.0,1613.92,4378.0,10592.0,,,
2018-05-15,1604.3,1605.5,1591.2,1601.9,-2.1,1598.54,5856.0,10374.0,,,
2018-05-14,1608.1,1616.2,1598.5,1604.0,-5.1,1607.13,4836.0,10381.0,,,
2018-05-11,1605.5,1610.6,1599.7,1609.1,4.0,1606.5,3474.0,10189.0,,,
2018-05-10,1598.0,1610.9,1596.1,1605.1,6.9,1603.8,3011.0,10180.0,,,
2018-05-09,1588.6,1600.6,1583.3,1598.2,9.1,1593.2,4557.0,10414.0,,,
2018-05-08,1579.5,1589.6,1575.0,1589.1,8.0,1582.59,4526.0,10282.0,,,
2018-05-07,1567.1,1588.4,1566.9,1581.1,14.5,1579.84,3545.0,10147.0,,,
2018-05-04,1548.6,1575.1,1537.9,1566.6,15.4,1561.85,4710.0,10092.0,,,
2018-05-03,1553.0,1557.5,1531.1,1551.2,-1.0,1544.65,5380.0,10216.0,,,
2018-05-02,1553.3,1568.1,1546.5,1552.2,-0.4,1556.86,3549.0,9978.0,,,
2018-05-01,1544.8,1554.6,1527.2,1552.6,8.8,1541.62,4608.0,9930.0,,,
2018-04-30,1558.4,1567.0,1542.0,1543.8,-15.1,1553.91,4617.0,9653.0,,,
2018-04-27,1560.8,1564.7,1548.4,1558.9,-5.0,1557.45,3637.0,9982.0,,,
2018-04-26,1557.8,1565.3,1550.1,1563.9,8.7,1558.41,3260.0,10187.0,,,
2018-04-25,1557.9,1559.7,1540.5,1555.2,-1.5,1550.76,3991.0,10127.0,,,
2018-04-24,1567.1,1577.7,1542.9,1556.7,-8.6,1562.78,6022.0,10148.0,,,
2018-04-23,1573.2,1574.2,1556.7,1565.3,-1.5,1565.96,4778.0,9985.0,,,
2018-04-20,1574.1,1578.5,1562.4,1566.8,-8.3,1568.98,5438.0,9691.0,,,
2018-04-19,1590.1,1591.0,1570.2,1575.1,-12.6,1578.42,4872.0,9655.0,,,
2018-04-18,1584.9,1595.9,1582.9,1587.7,3.9,1588.52,3813.0,9697.0,,,
2018-04-17,1565.6,1587.0,1565.2,1583.8,17.5,1580.62,4799.0,9766.0,,,
2018-04-16,1558.4,1569.9,1552.5,1566.3,13.4,1562.73,5148.0,9855.0,,,
2018-04-13,1555.0,1564.5,1546.2,1552.9,-6.2,1553.37,5918.0,9499.0,,,
2018-04-12,1551.8,1565.5,1549.0,1559.1,10.8,1558.76,4874.0,8989.0,,,
2018-04-11,1541.7,1554.5,1530.4,1548.3,3.1,1545.03,5613.0,8932.0,,,
2018-04-10,1517.1,1551.2,1515.3,1545.2,26.1,1541.17,8532.0,8613.0,,,
2018-04-09,1517.0,1537.4,1513.6,1519.1,3.4,1525.79,6669.0,9010.0,,,
2018-04-06,1533.5,1545.7,1502.5,1515.7,-28.3,1522.89,9213.0,8257.0,,,
2018-04-05,1536.5,1547.7,1532.9,1544.0,9.1,1542.08,4970.0,8237.0,,,
